movie_id,keyword_id
22164,325806
22164,325810
22164,325840
25012,1196
25012,9767
25012,41338
30924,10292
30924,11034
30924,12339
30924,208578
41355,1956
41355,3366
41355,10237
41355,186535
41355,193552
41355,255207
41355,279911
41355,291175
50865,1936
50865,9253
50865,11695
50865,12999
50865,163533
50865,191260
50865,207592
50865,263548
87219,312893
87219,312894
9050,10685
9050,526
9050,3065
9050,8862
9050,8860
9050,13153
9050,15001
44977,291
44977,2492
44977,9663
44977,10051
44977,191845
44977,195295
25004,1787
25004,2801
25004,14720
80793,2964
80793,188959
80793,192248
18704,231849
26525,1556
26525,9887
26525,9609
26525,10714
26525,18147
26525,158927
26525,161982
26525,166484
26525,172859
26525,184559
26525,195718
26525,195719
26525,240242
26525,266226
94356,6270
94356,6054
94356,10266
94356,12670
94356,13043
63372,5600
63372,1530
63372,1384
63372,1721
63372,1938
63372,5153
63372,6741
63372,12371
63372,15254
63372,185927
63372,189092
63372,238247
63372,254406
63372,255299
54502,5375
54502,5565
32643,15016
32643,161184
32643,179257
32643,191279
32643,286354
61837,187056
9751,3658
9751,246
9751,1691
9751,212
9751,1566
9751,582
9751,4118
9751,4613
9751,2470
9751,10551
9751,176806
9751,187056
9751,207010
16992,378
16992,6075
16992,6078
16992,2792
16992,7005
16992,9673
16992,14552
16992,156121
16992,157198
16992,209476
6793,3098
6793,158279
6793,170771
6793,223198
60670,379
60670,818
60670,745
60670,4720
60670,703
60670,5331
60670,1262
60670,5340
60670,11494
60670,9826
60670,10714
60670,13092
60670,15001
60670,33699
60670,166512
78023,210246
35115,156017
69355,458
69355,160175
26893,818
26893,100
26893,128
26893,11318
26893,158390
26893,186753
26893,190446
26893,212737
26893,220373
26893,235085
26893,237426
26893,312229
20445,9713
20445,9826
20445,11151
20445,11152
13058,5768
13058,11494
65996,18034
65996,156018
23077,3485
2644,3713
2644,1437
2644,703
2644,6490
2644,10051
2644,14735
2644,40903
2644,155531
2644,158278
92682,187056
72587,736
72587,818
72587,207431
85852,578
85852,1562
85852,3458
85852,7188
85852,170217
13397,380
13397,818
13397,603
13397,65
13397,1991
13397,10121
13397,207317
73191,10551
48616,12377
44497,3664
44497,2699
44497,5159
44497,12396
44497,13059
44497,18321
44497,155477
44497,158713
44497,215492
44497,238355
44497,245445
44497,258533
50839,592
50839,4608
50839,5636
50839,9672
50839,11011
50839,14737
50839,33471
50839,165193
50839,177493
50839,187243
50839,221004
50839,226257
1994,3185
1994,5572
1994,9743
1994,12999
1994,33688
1994,156630
1994,156764
1994,156866
1994,161240
1994,170310
1994,181905
1994,183225
1994,183239
1994,183240
1994,199812
1994,207678
1994,224121
1994,239730
24859,156205
59418,592
59418,213
59418,6078
59418,1773
59418,6038
59418,4569
59418,5969
59418,6349
59418,10180
59418,10391
59418,10955
59418,11935
59418,13027
59418,14514
59418,18093
59418,165299
59418,173511
59418,233134
59418,238059
59418,238355
59418,240305
59418,245045
59418,245526
59418,258533
59418,265777
59418,266430
59418,266519
59418,272616
71235,3799
71235,10617
71235,180100
71235,208649
71235,315310
71235,324429
90677,6165
90677,15060
96769,5864
96769,9704
96769,187056
96769,187670
86274,6270
86274,1228
86274,4344
86274,233615
80299,187056
84029,1416
84029,5565
20556,6029
20556,5321
20556,18001
45465,378
45465,1321
45465,549
45465,931
45465,10685
45465,9826
45465,10085
45465,15234
45465,207268
16866,1612
16866,3243
16866,4862
16866,9951
16866,10158
16866,13194
16866,179431
30964,11168
30964,155790
70393,207317
25763,2964
25763,818
25763,4458
25763,7325
25763,14735
25763,15354
25763,159245
25763,194713
9792,4580
9792,570
9792,502
9792,1420
9792,1508
9792,10292
9792,9714
9792,10714
9792,12339
9792,14707
9792,14895
9792,15127
9792,18034
9792,33694
9792,41410
9792,166701
9792,208173
9792,220011
9792,238534
67094,14600
67094,163133
67094,213107
67094,221806
67094,338464
67094,339226
67094,341543
35636,190083
35636,269769
74953,1691
74953,2343
74953,2098
74953,2105
74953,3307
74953,9887
74953,4661
74953,5457
74953,6550
74953,10180
74953,15001
74953,15216
74953,156174
74953,157894
74953,158718
74953,161270
74953,166514
74953,190370
74953,241580
74953,267923
74953,293945
15356,570
15356,3032
15356,4424
15356,4399
15356,9701
15356,5923
15356,6894
15356,6997
15356,13006
15356,13125
15356,14624
15356,33740
15356,156075
15356,207691
15356,208611
15356,311315
15356,325825
43197,18109
43197,155466
43197,156507
43197,158782
43197,188270
43197,220429
16275,9716
13956,179431
21765,9882
21765,15162
21765,325807
21765,325820
73705,154802
73705,263548
84135,15001
84135,15040
84135,15043
84135,163053
84135,245446
84135,248841
52462,158713
45974,3335
45974,4379
45974,11408
45974,41407
45974,156263
45974,157894
45974,175091
45974,175910
45974,180193
45974,182794
45974,209789
45974,243992
45974,328590
45974,333977
20105,154802
20105,215678
15645,1299
15645,9715
15645,2345
15645,9951
19548,90
19548,996
19548,1930
19548,1946
19548,5167
19548,8570
19548,13015
19548,13063
19548,18293
19548,34112
19548,164104
19548,207534
19548,208992
19548,220321
19548,256162
19548,266669
19548,274094
99704,206441
99374,1326
99374,2676
99374,154906
99374,155457
99374,170827
91865,417
91865,1411
91865,5424
91865,9777
91865,12365
91865,15136
91865,33998
91865,156887
91865,190370
91865,192600
18299,612
18299,90
18299,818
18299,9799
18299,9639
18299,9673
18299,155790
18299,255404
89597,6029
21200,10325
21200,156851
21200,166113
54269,309414
40689,18001
40689,193422
40689,211708
40689,341602
58777,187056
58777,207317
133,840
133,6085
133,2946
133,2419
133,6007
133,33640
133,200276
41080,818
41080,9714
41080,215656
81774,2389
81774,818
81774,10683
81774,9888
81774,13097
81774,18068
81774,33451
81774,33841
81774,155477
81774,158199
81774,183686
81774,210184
81774,232938
81774,285398
81774,302868
81774,343479
81774,350360
81774,350707
81774,350708
10887,74
10887,2819
10887,437
77352,6199
77352,12369
77352,167198
74723,9253
74723,9727
74723,9728
74723,15162
74723,163841
61759,5565
61759,6165
61759,13042
61759,159290
61759,232100
61759,239811
61759,244382
47634,233
47634,258
47634,3428
47634,4655
47634,10663
47634,13008
47634,13015
47634,158774
47634,251756
47634,292635
47634,301828
47634,329372
91733,3030
91733,3358
91733,10482
91733,11034
91733,15175
91733,15346
91733,156578
8665,339
8665,2106
8665,2111
8665,9672
8665,6790
8665,155652
8665,187056
8665,208992
8665,227612
11068,725
11068,2038
11068,460
11068,1332
11068,1253
11068,1594
11068,1595
11068,2350
11068,4513
11068,5696
11068,164246
11068,288816
11068,325784
62214,367
62214,10121
62214,15162
62214,157164
62214,158395
62214,351332
17990,548
17990,12965
17990,155251
17990,172789
17990,176857
17990,207928
29478,2968
29478,3451
29478,6984
29478,10181
29478,12425
29478,33556
29478,41385
29478,162701
29478,180523
29478,186782
29478,200918
29478,239797
29478,266753
29478,311315
29478,325789
29478,325800
29478,325808
29478,325823
45379,779
45379,663
45379,11931
45379,12090
94241,2652
94241,409
94241,1956
94241,5944
94241,6357
94241,9895
38591,881
38591,10594
11201,6054
11201,271
96126,2673
96126,13073
70148,966
70148,10683
43770,9713
43770,18009
16318,311315
39455,351
39455,660
39455,2679
33734,582
33734,2334
33734,10229
33734,173297
28304,1508
28304,4677
28304,5782
28304,5921
28304,15225
28304,33407
28304,157296
11490,2231
11490,1009
11490,970
11490,5808
11490,232817
44118,157303
44118,189995
44205,2652
44205,409
44205,1956
44205,10787
44205,209893
24356,736
24356,6029
24356,2570
24356,4344
34999,5175
34999,11269
33947,6054
33947,6092
33947,509
33947,183570
33947,253373
676,6092
676,3800
676,428
676,1627
676,1668
676,1956
676,3203
676,3365
676,3366
676,7919
676,9525
676,9673
676,155565
676,325835
27089,6075
27089,209476
45623,13042
10853,3338
10853,8506
10853,33465
14369,3800
14369,6075
14369,567
14369,554
14369,1262
14369,3282
14369,3522
14369,5905
14369,890
14369,9864
14369,11485
14369,9880
14369,11830
14369,162328
88863,1384
88863,9826
88863,10085
88863,168663
57109,779
57109,780
57109,199371
46594,4932
46594,154802
46594,173644
46594,237543
46594,267422
63092,18035
63092,229626
67945,383
67945,1353
67945,8447
67945,11800
67945,322268
10140,818
10140,2343
10140,186
10140,1501
10140,2043
10140,11477
10140,12554
10140,13084
10140,41538
10140,163540
10140,170362
10140,182772
10140,188280
10140,207372
10140,211227
10140,237451
10140,238160
10140,240119
10140,240485
10140,246466
10140,251667
10140,269233
10140,282217
10140,325762
12775,570
12775,1930
12775,3070
12775,3071
12775,3098
12775,9725
12775,10085
12775,10093
12775,13065
12775,13072
12775,14643
12775,161257
12775,177998
12775,179870
12775,181914
12775,207427
12775,209792
12775,234213
12775,325790
12775,325847
11216,970
11216,629
11216,886
11216,5091
11216,10683
11216,9856
11216,156597
11216,164246
11216,173719
11216,179428
11216,246529
11216,274951
2896,267923
65981,187056
39350,8624
39350,159280
39350,201008
39350,210514
39350,272233
39350,307583
39350,316125
39350,316824
39350,316825
39350,316826
39350,316827
39350,316828
67988,779
67988,1994
67988,708
67988,2804
67988,10391
67988,12564
59833,2671
59833,4690
59833,12670
59833,14964
59833,41276
59833,164877
59833,176104
59833,187523
59833,193309
59833,197850
59833,206298
59833,208611
59833,220002
59833,221841
59833,223970
59833,268067
59833,278876
59833,326088
59833,330072
59833,330078
37220,4344
4256,3335
4256,9755
4256,9663
4256,11931
4256,11616
4256,12416
4256,14909
4256,167642
4256,206075
4256,211197
4256,249969
4256,259426
4256,325765
97630,612
97630,4580
97630,3037
97630,591
97630,441
97630,1563
97630,1874
97630,5939
97630,7021
97630,11314
97630,10958
97630,11219
97630,11322
97630,12371
97630,13015
97630,14748
97630,15022
97630,15149
97630,15162
97630,15218
97630,34156
97630,162365
97630,177163
97630,181129
97630,181155
97630,187056
97630,188507
97630,188512
97630,190893
97630,209817
97630,212757
97630,214463
97630,214465
97630,214466
97630,321464
97630,325778
97630,325816
52319,187056
67552,818
67552,178649
67552,180340
26852,1956
26852,189422
26852,221285
26852,253789
52306,187056
23452,4565
23452,10046
23452,10891
23452,33637
23452,194008
23452,210024
23452,211713
23452,222243
10444,6149
10444,3363
10444,9714
10444,10726
10444,15009
10444,156851
73523,447
7548,3737
7548,212
7548,5933
7548,15149
7548,33457
7548,161156
7548,180256
7548,207941
67035,5565
67035,11700
67035,196067
73953,1463
73953,2355
73953,9608
73953,161304
62132,10738
62132,10292
62132,4452
62132,9714
62132,11181
62132,14895
62132,157741
62132,158026
62132,163338
62132,167095
62132,187056
79929,195729
9437,818
9437,10685
9437,1930
9437,703
9437,1812
9437,5340
9437,5922
9437,11268
9437,10714
9437,12565
9437,12670
9437,13005
9437,18111
9437,156091
9437,165913
9437,167313
9437,254921
9437,304998
9437,328708
10751,11061
10751,15363
10751,160488
85430,9833
85430,187056
85430,264386
28816,520
28816,2957
28816,4243
28816,5387
28816,2187
28816,12192
28816,159445
28816,161919
28816,181635
28816,186355
28816,193655
28816,208644
28816,208992
28816,209220
28816,214780
28816,225410
28816,240468
28816,250916
28816,260001
28816,281237
28816,286881
28816,294205
28816,321490
28816,322980
28816,322981
28816,335888
28816,336116
28816,336193
82188,12197
64870,470
64870,9951
64870,156836
64870,278645
91702,2041
91702,3352
91702,13088
91702,178649
11837,818
11837,10292
11837,11060
11837,11477
11837,10430
11837,15101
11837,15199
11837,158324
11837,158328
11837,161919
11837,189092
11837,227686
11837,285693
11837,333935
31478,5540
31478,5699
33813,818
33813,582
33813,703
33813,9807
33813,9826
33813,17981
48350,236
48350,2804
48350,12377
65653,727
65653,164731
44945,2337
44945,6270
44945,516
44945,570
44945,739
44945,1523
44945,2251
44945,11161
44945,10809
44945,10873
44945,11615
44945,12392
44945,15227
44945,18046
44945,179431
44945,182195
44945,184712
44945,219849
44945,220506
44945,222793
44945,264551
44945,344229
24795,290
24795,1480
24795,9714
45718,34059
45718,155805
64033,187056
11306,242
11306,3262
11306,10326
11306,11612
11306,13005
11306,158025
11306,177127
11306,207390
11306,208788
11589,1321
11589,2898
11589,1956
11589,3072
11589,11117
11589,4595
11589,10786
11589,9450
11589,9683
11589,288816
11589,325778
11589,361867
44660,4373
44660,5636
44660,14737
44660,165193
44660,177493
54493,236
54493,233
54493,6733
54493,9748
54493,7002
54493,9955
54493,220261
40437,6029
40437,578
40437,5540
40437,18002
40437,191565
40437,209937
40437,211508
6984,886
53817,10855
53817,187056
53817,249530
91556,128
38461,1809
38461,161982
38461,282230
41268,591
41268,3070
41268,3366
41268,9665
31547,288976
40978,1809
40978,3363
40978,33998
40978,155288
40978,155477
40978,190370
40978,224066
40978,324127
40978,354947
73448,6054
73448,509
73448,5565
73448,9672
86235,3345
86235,210735
43672,779
43672,780
43672,417
43672,478
52520,5600
52520,1706
52520,3133
52520,9410
52520,9668
52520,10410
52520,12564
52520,14946
52520,33505
52520,177895
52520,180084
52520,232469
52520,269233
5973,6148
5973,9826
41243,11628
41243,14760
39638,325770
2216,514
2216,3772
2216,2283
2216,5509
71670,4426
71670,9663
71670,13006
71670,14570
71670,193698
71670,325764
12534,1721
12534,9253
12534,10950
12534,14735
12534,156212
12534,160488
28831,10125
68648,6140
68648,9935
58785,207317
37218,1329
37218,334
37218,1956
37218,3779
37218,4613
37218,213913
76144,409
76144,4107
76144,7478
76144,163095
72562,9717
72562,167884
92,1382
92,549
92,100
92,1803
92,5642
92,6593
92,10399
92,12987
92,33532
92,159987
92,207506
92,215015
7987,240
7987,2922
7987,1415
7987,7879
7987,3059
7987,7920
7987,6300
7987,8181
7987,10508
7987,193547
15310,941
15310,3901
15310,4344
15310,9714
15310,184816
15310,240119
15310,338393
15310,368784
26977,613
27720,6259
27720,6152
27720,9826
27720,10714
27720,15106
27720,160174
27720,281237
63052,6496
63052,207150
1838,2921
1838,894
1838,578
1838,6145
1838,532
1838,509
1838,1412
1838,2060
1838,970
1838,2176
1838,3930
1838,1517
1838,5331
1838,2755
1838,4269
1838,4677
1838,5833
1838,5834
1838,5835
1838,5683
1838,193547
1838,208349
1838,258533
84591,6513
84591,269710
84591,273439
84591,338226
62977,818
62977,4267
62977,14643
62977,252610
95977,11107
95977,184975
95977,190479
15418,13073
15418,162846
15418,173125
57639,263548
90800,4344
17452,1261
17452,2043
50269,924
2325,736
2325,1956
2325,3057
2325,3563
2325,3910
2325,4063
2325,4514
85799,9649
85799,156388
85799,187786
67602,263548
20333,6259
20333,2492
20333,194024
65163,5340
65163,9720
65163,12339
65163,14895
65163,163053
65163,238194
65163,245446
65163,278235
65163,281741
65163,315058
65163,316362
65163,328072
83721,207876
83721,236458
46849,3664
46849,2041
46849,630
46849,5159
36228,6024
36228,9673
65820,2699
65820,158713
53769,1453
53769,4224
53769,5570
53769,9807
53769,10941
53769,160269
12099,1862
12099,379
12099,6259
12099,9523
12099,222423
12099,245045
12099,258533
