movie_id,title,original_title,overview,release_date,runtime,original_language,status,imdb_id,popularity,vote_average,vote_count,adult_flag,video_flag,poster_path,backdrop_path,homepage,tagline,budget,revenue,collection_id,collection_name
46491,Casi casi,Casi casi,"Emilio is a normal teenager who somehow finds himself being sent to the principal's office every other week. He has a crush on Jacklynne, the most popular girl in school, so he decides to run for Student Council President in order to impress her. To his horror, Emilio discovers after announcing his candidacy that Jacklynne will be running for office against him.",2006-03-18,93,es,Released,tt0820042,0.4317,6.7,10,False,False,/tMDpsoKBs8GKlQGOidTbaSKPP0K.jpg,,http://casicasi.com/,"All's fair in love, war, and high school.",0,0,,
40875,The Graveyard of Death,The Graveyard of Death,"A reporter from a small regional newspaper investigates a waste dump in which the military have been testing Infectious Diseases, it's not long before the Zombies are free and Killing, George phones the reporter to tell him about a blast seen from the closed off woods, the reporter who is not far from the woods investigates the military cover-up it's not long before the zombies and the military are trying the kill each other.",2005-12-11,96,en,Released,tt1685328,0.0404,,,False,False,,,http://www.digitalnasties.com,"When you hear the dead, run for your life.",55,0,,
68912,Deadline Iraq: Uncensored Stories of the War,Deadline Iraq: Uncensored Stories of the War,War correspondents recount their experiences during the 2003 Iraq war.,2003-11-23,,en,Released,tt1878900,0.0143,,,False,False,,,,,0,0,,
96070,Daughters of Malakeh,Dochters van Malakeh,"In public, Maryam wears a headscarf and obeys the rules of the state. But in the privacy of her own home, she’s the breadwinner who runs the show, along with her mother and younger sister, Ghazal. When Maryam decides to get married, a blushing bride at 45, her worlds collide. With the support and encouragement of her family, she reconciles her personal autonomy with the expectations of a traditional marriage. Brother and co-director Sharog Heshmat Manesh presents an intimate portrait of family life in Iran, candidly capturing his sister’s wedding jitters, her fear of giving up her independence and of being too old to break free from her habits, and her attempts to add a pre-nuptial stipulation to the Marriage Guarantee.",2011-05-02,78,en,Released,tt1844648,0.0193,,,False,False,,,http://www.taskovskifilms.com/film/daughters-of-malakeh/,"Three generations of women, wedged between two worlds, struggle to give shape to their lives in present-day Iran.",0,0,,
28678,Ironmaster,La guerra del ferro - Ironmaster,"A tale that takes place at the dawn of history. The movie tells the story of a tribe that discovers how to fashion weapons out of iron and use them for their own survival. However, the creation of iron also causes the tribe to battle for possession of the new weapons.",1983-03-10,98,it,Released,tt0084036,1.2936,5.0,36,False,False,/gLXCZW14Oj6y1jh9qtG39YQumuK.jpg,/cq6nBfvJzw4PhHakyio1m6ibpUm.jpg,,,0,0,,
28014,Take That: The Circus Live,Take That: The Circus Live,"A concert tour video by reunited British boyband, Take That promoting their fifth studio album, The Circus. The tour began on 5 June 2009 in Sunderland and finished on 5 July 2009 at London's Wembley Stadium.",2010-11-11,177,en,Released,tt1526309,0.2469,7.2,6,False,True,/zxfaudxTmkfcTiXeuPqMNwM26Yj.jpg,/mFD5NxKpKnc9IYM7L0iwrrosjZ3.jpg,,,0,0,,
95448,The Minister,L'Exercice de l'État,Transport Minister Bertrand Saint-Jean is awoken in the middle of the night by his head of staff. A bus has gone off the road into a gully. He has no choice but to go to the scene of the accident. Thus begins the odyssey of a politician in a world that is increasingly more complex and hostile.,2011-10-26,115,fr,Released,tt1781843,1.0798,6.4,145,False,False,/asri7RwmdY5OMqlLED8CF92Hdc0.jpg,/8dzhOaD3C3oadvpos1goB3UvLt8.jpg,,,0,65301,,
5630,The Terrible People,Die Bande des Schreckens,The ghost of a hanged man returns to fulfill his promise. All of his accusers must die!,1960-08-25,92,de,Released,tt0053630,1.0557,7.273,22,False,False,/v9ql64Lr19gGZMrHLAk5vksJKUK.jpg,/zXuwoJQRtaGVtX6yP4cKbZmwR4P.jpg,,,0,0,,
3006,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,"Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.",1908-03-07,16,en,Released,tt0126875,0.6068,8.0,1,False,False,/hYArtU4tx01bOBeBLrkH1lY4VGb.jpg,,,,0,0,,
80067,The Suspicious Death of a Minor,Morte sospetta di una minorenne,"Police detective Paolo Germi and the mysterious Marisa meet each other at a dance hall. Germi is unsuspecting of the secret Marisa is carrying with her: adverse conditions forced her into prostitution. As Germi finds the young girl brutally murdered, he decides to go after her killers. During his investigation, he enters a world of intrigue and obfuscation that leave an endless trail of blood.",1975-08-12,100,it,Released,tt0073406,0.9488,5.984,62,False,False,/xqEbdB77oZ9k53WVhj3gaKuY2Uj.jpg,/dPLrBGjGGf0YUD8wpSIDu42Woqw.jpg,,,0,0,,
1421,The Man Who Loved Women,L'Homme qui aimait les femmes,At Bertrand Morane's burial there are many of the women that the 40-year-old engineer loved. In flashback Bertrand's life and love affairs are told by himself while writing an autobiographical novel.,1977-04-27,119,fr,Released,tt0076155,1.3399,7.137,208,False,False,/qAbqXoN6ucpN8jvHOxZOzwyP8pE.jpg,/n2lLL7epkunVFtAYiHLDScvvx9l.jpg,,,0,0,,
14358,Mad Hot Ballroom,Mad Hot Ballroom,"Eleven-year-old New York City public school kids journey into the world of ballroom dancing and reveal pieces of themselves and their world along the way. Told from their candid, sometimes humorous perspectives, these kids are transformed, from reluctant participants to determined competitors, from typical urban kids to ""ladies and gentlemen,"" on their way to try to compete in the final citywide competition.",2005-05-13,105,en,Released,tt0438205,0.5202,6.721,34,False,False,/1wDU19PTEdR30QdnLFw93scXto7.jpg,/4cNTEZxxR2xbgoDZef9Zj24KXZ7.jpg,,Anyone can make it if they learn how to shake it.,500000,9400000,,
57743,The Learning Curve,The Learning Curve,"Paul and Georgia are lovers, soul mates...and partners in crime. But when this duplicitous duo tries to dupe the wrong man, they are ensnared in a world more dangerous than they could ever have imagined. Seduced into working for him on dangerous jobs beyond their small-time capability, Paul and Georgia suddenly have everything they've ever wanted...and even more to lose.",2001-10-05,113,en,Released,tt0219126,1.4688,5.0,8,False,False,/v7KKkf5wbcZpcjJdsNrIzkc9QfF.jpg,,http://web.archive.org/web/20090606152940/http://www.thelearningcurvemovie.com/,Sometimes All The Way...Is Way Too Far.,1000000,0,,
51252,Palermo Hollywood,Palermo Hollywood,"In a country that has been broken down and corupted by poverty, Pablo and Mario are best friends and local thieves. Although they come from very different backgrounds, they help each other out by commiting petty crimes that help Pablo support his family and Mario become independent from his own. In a twist of fate, they become involved in a kidnapping that goes sour. This tragedy triggers and unmasks a series of events that changes their lives forever. Now the two friends will be tested and their lives taken to the limit.",2004-10-14,113,es,Released,tt0422907,0.5516,5.275,20,False,False,/lW7JvVHcdkqHD0pXVNJswhfhSVA.jpg,/sAZBYPGt40oexofwnRr3vOq5IJv.jpg,,,0,14087,,
85918,The Rolling Stones: 25x5 - The Continuing Adventures of The Rolling Stones,The Rolling Stones: 25x5 - The Continuing Adventures of The Rolling Stones,"The Rolling Stones emerged in the summer of 1963 as the so-called ""bad boys"" antidote to the Beatles, a characterization that became one of the foundations of modern rock 'n' roll. In the 25 years that followed, the Stones have succeeded in outraging, mystifying, confusing yet always inspiring their fans. 25 X 5: The Continuing Adventures of The Rolling Stones is the first time that the Stones have gone on camera to tell their own story. Over two hours of devastatingly frank narratives by Mick Jagger, Keith Richards, Charlie Watts, Bill Wyman, and Ron Wood are underscored by rare interview segments with Brian Jones and Mick Taylor, and rare and never-before-seen archival film, video, and newsreel footage.",1993-12-03,130,en,Released,tt0174445,0.49,7.5,4,False,False,/dtf55qe8z2GamtbPakdx7TvAxX5.jpg,/1ZpaNEBH41IPxBFH0sjpZOaIVkN.jpg,,,0,0,,
63857,Too Bad She's Bad,Peccato che sia una canaglia,"When young and attractive Lina Stroppiani, a thief like the rest of her family, tries to steal the taxi of Paolo, together with two accomplices, she can't possibly know that this will have far reaching consequences.",1954-12-28,91,it,Released,tt0048475,0.8553,6.871,70,False,False,/4uIkVdz0i9SJUfa58LCLJEc783l.jpg,/fEmkEFL8X8vn5F2jP56OyOpJ158.jpg,,,0,0,,
3985,Blondie Hits the Jackpot,Blondie Hits the Jackpot,"Fired for messing up an important contract, Dagwood takes a job as a manual laborer for a construction firm while trying to get his old job back.",1949-09-08,66,en,Released,tt0041188,0.6479,6.667,3,False,False,/r3wBcpoc455mryLF52lHsG5OMHU.jpg,/dtNBdq2ccpHTZDVDjeWuprWA0ci.jpg,,Go nuts with the Bumsteads as...,0,0,177062,Blondie Collection
40916,Girl Crazy,Girl Crazy,"Rich kid Danny Churchill has a taste for wine, women and song, but not for higher education. So his father ships him to an all-male college out West where there's not supposed to be a female for miles. But before Danny arrives, he spies a pair of legs extending out from under a stalled roadster. They belong to the Dean's granddaughter, Ginger Gray, who is more interested in keeping the financially strapped college open than falling for Danny's romantic line. At least at first...",1943-11-26,99,en,Released,tt0035942,1.2849,5.543,23,False,False,/wPPmitiYoZlbqaNYqLZfG8O4Rzc.jpg,/3C7soqWQdNKcQuM26YfpOFc6vTj.jpg,,The Big Musical with Broadway Flair and a Western Air!,0,0,,
45720,Judas Priest: Rising in the East,Judas Priest: Rising in the East,Rising in the East is a live DVD of Judas Priest performing a concert in Tokyo's Nippon Budokan filmed in May 2005. Track listing The Hellion / Electric Eye / Metal Gods / Riding on the Wind / The Ripper / A Touch of Evil / Judas Rising / Revolution / Hot Rockin' / Breaking the Law / I'm a Rocker / Diamonds & Rust / Worth Fighting for / Deal with the Devil / Beyond the Realms of Death / Turbo Lover / Hellrider / Victim of Changes / Exciter / Painkiller Encores: Hell Bent for Leather / Living After Midnight / You've Got Another Thing Comin',2005-11-08,120,en,Released,,0.1578,6.0,2,False,False,/gu1j8v1W1S7wAM0azAh7NxZ6qUX.jpg,/2W9bZsMYYthxe6R26TTupLNhIDT.jpg,,"Nippon Budokan in Tokyo, Japan in May 2005",0,0,,
57205,Killer Bride's Perfect Crime,キラー・ヴァージンロード,"Hiroko is about to get married to the handsome Kenichiro when disaster strikes. Her landlord stops by the happy bride-to-be’s apartment where a pair of wayward scissors falls from a shelf and stabs him in the back as he bends forward to pick something up. His body begins to stiffen even before Hiroko realizes what has happened.  On the road to Mount Fuji where Hiroko intends to dump the corpse, something falls on the hood of her car out of the blue. That “something” is Fukuko Kobayashi (Yoshino Kimura), who is dying to… die. Fukuko believes that she is irredeemably unhappy and has endeavored to commit suicide again and again. As Hiroko and Fukuko begin their journey to abandon the corpse, a weird friendship begins to build.",2009-09-12,97,ja,Released,tt1504416,0.6496,4.9,8,False,False,/t5QdrGejmxpfozK8fenDMIcUM3G.jpg,/rVAFLtuKAarMbmrk7XtT2Fhv7JO.jpg,,,0,0,,
10081,The Principal,The Principal,"Burglary. Drugs. Assault. Rape. The students at Brandel High are more than new Principal Rick Latimer bargained for. Gangs fight to control the school using knives - even guns - when they have to. When Latimer and the head of security try to clean up the school and stop the narcotics trade, they run up against a teenage mafia. A violent confrontation on the campus leads to a deadly showdown with the drug dealer's gang, and one last chance for Latimer to save his career... and his life.",1987-09-18,109,en,Released,tt0093780,2.4191,6.459,307,False,False,/kwwDruwoHwNMY6tV7KOdVGcEusT.jpg,/4OH161N3H7SjKJXK0S6fzviLZap.jpg,,He's teaching the students at Brandel High two words... NO MORE.,11000000,19734940,,
82864,King Kong: Peter Jackson's Production Diaries,King Kong: Peter Jackson's Production Diaries,Academy Award - winning filmmaker Peter Jackson invites you behind the scenes of his latest movie to witness the birth of King Kong.,2005-12-13,232,en,Released,tt0800107,1.0199,7.5,38,False,False,/bTGMqzes9ZofcLgnLm4QdK8iFue.jpg,/xvdiZO5bEHLcnx4JUiImGQ5pckg.jpg,,,0,0,,
34340,American Eagle,American Eagle,"Twenty years ago, Vietnam turned three American boys into men, but amidst the horror, Johnny Burke cracked. When his friends, Max and Rudy, stop him from torturing an innocent Cambodian girl, he wheels on them and, aflame with hatred, vows vengeance.",1989-08-24,92,en,Released,tt0096802,0.71,3.714,7,False,False,/xpwDEJBAkCgx99oc2bSngbqU9Ar.jpg,/IAnSI9JGgg980weebXrNrTlHyZ.jpg,,The most dangerous mercenary in the world.,0,0,,
44099,Temptation,Temptation,"After marrying an archaeologist, a Victorian-era woman with a sordid past realizes that she is not ready to settle down with one man.",1946-12-02,98,en,Released,tt0039015,1.2744,5.0,13,False,False,/vNStIB3GFoErl3lFLYMrjyYh13V.jpg,/ot7ctsIJfVfBSdABmJoJ3UfgYXg.jpg,,YOU CAN'T RESIST IT!,0,0,,
14384,Soldier Blue,Soldier Blue,"After a cavalry group is massacred by the Cheyenne, only two survivors remain: Honus, a naive private devoted to his duty, and Cresta, a young woman who had lived with the Cheyenne two years and whose sympathies lie more with them than with the US government. Together, they must try to reach the cavalry's main base camp. As they travel onward, Honus is torn between his growing affection for Cresta.",1970-08-12,115,en,Released,tt0066390,2.7494,6.802,220,False,False,/2fRfVQpdrjAhvxwytG0scOqdQOJ.jpg,/296DBEB1l02sTcyqzHqbJF5wL70.jpg,,The most savage film in history!,0,0,,
11880,Dog Soldiers,Dog Soldiers,"A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.",2002-05-10,105,en,Released,tt0280609,3.3516,6.715,977,False,False,/fYHUYWglzq8Ax0EaDWqg9emjL7T.jpg,/direyV1rkzuPZNR8k6Z3mHWK3hJ.jpg,,Six men. Full moon. No chance.,2000000,3537283,,
8372,Lonesome Cowboys,Lonesome Cowboys,Five lonesome cowboys get all hot and bothered at home on the range after confronting Ramona Alvarez and her nurse.,1968-11-01,109,en,Released,tt0063236,1.2234,5.0,13,False,False,/rxq2P6FBJtaxZMGW4wmxZC7znsv.jpg,/9MRxMw5hwhyHO7Dy0G6ogG8EKKf.jpg,,"This film may be a bit too much for many people, but that's their problem.",0,91299,,
72098,Sameer & Shaheer & Baheer,سمير وشهير وبهير,"The film revolves around three brothers of the same father, ""Munir dangerous"" . ""Samir"" (Ahmad Fahmy), is doubler of the artist Ahmed El Shakka in this films and ""popular"" (Chico) how loves music and is known for its relations with women, and ""Baheer"" (Hicham Maged), the son of an aristocratic family, the three brothers have was forced to travel together through time to the day met the father, three mothers, and through a series of events trying to comedy trio return to their time.",2010-09-09,120,ar,Released,tt1981057,1.1267,7.1,33,False,False,/uqs7hd7qXZk0Ih7bRq3rURn87lO.jpg,/v18VIIH0tP6ox33x4LqmgEKQkSY.jpg,,,0,1259361,,
50130,I'm All Good,U mě dobrý,"This Hrebejk’s comedy is set in Prague, four years after the democratic “Velvet revolution” of 1989. This was an era of sudden freedom, transition and confusion. Most people got carried away, quickly abandoning the old values and uncritically accepting the new. Some people just took a break…",2008-05-05,102,cs,Released,tt1288494,0.2045,5.4,13,False,False,/4rLvrij4N2YxQcu3sAP4GOFTeMx.jpg,/sKWS34HQbqzml32IGDHHpPbZKJx.jpg,,,0,0,,
75584,Boogeymen: The Killer Compilation,Boogeymen: The Killer Compilation,A compilation of clips from seventeen classic slasher films.,2001-10-02,58,en,Released,tt0289869,0.2751,5.333,15,False,True,/7qCqZHiCdBa6mFJ7aUyuHPPHkJg.jpg,,,The Scariest Boogeymen Ever to Appear on Film!,0,0,,
64264,Gloss,Глянец,"A pretty, young girl from a coal-mining town comes to Moscow with dreams of becoming a supermodel in this satirical look at the fashion industry.",2007-08-23,118,ru,Released,tt0907119,1.1449,5.2,23,False,False,/zVRskM54fGSjfGtvuLxJ0b9W0P0.jpg,/sZk4InRFU4fRWdXlcvNT62Yk8db.jpg,,Bitter comedy about dolce vita,2500000,4684165,,
61601,Good Day for It,Good Day for It,A man forced to abandon his wife and daughter years earlier must risk his life to settle an old score and reunite his family.,2011-04-08,89,en,Released,tt1565063,0.8678,5.5,11,False,False,/8g2XVDATOQxenJpTfslSjFNuK2u.jpg,/iUcBwAWsjEYGZz62bxmruCkm1g2.jpg,http://www.gooddayforit.com/,it's about respect.,2500000,0,,
99895,Street Girl,Street Girl,"A homeless and destitute violinist joins a combo to bring it success, but has problems with her love life.",1929-08-21,87,en,Released,tt0020458,1.0215,6.111,9,False,False,/cZcEL3SAjk1mN3zrJLeXLVn2A4t.jpg,/kvHoNeHm732BPpdtsVAY1x5hs7R.jpg,,Hear the gay little trouper who delighted you in silence play the violin on the screen for the first time,0,0,,
95136,Bruno,Bruno,"The story of a unique young boy genius, Bruno, whose expression of his own individuality leads his family and community along an emotional journey.",2000-04-16,108,en,Released,tt0123003,1.5625,6.5,33,False,False,/6gj9iMwlKZh3C4Q21q1qNu8idVE.jpg,/2vJe8fmPu5rxlH9lJlcHrj7bs2u.jpg,,The comedy that is long on originality and short on pants.,10000000,0,,
88737,The Glory Stompers,The Glory Stompers,"Chino is the tough leader of a motorcycle gang who starts off a war when he abducts and mistreats the leader of the enemy biker gang, Darryl, and his girlfriend Chris. Things get violent when Darryl comes back for revenge.",1967-11-22,85,en,Released,tt0061714,0.7502,5.3,15,False,False,/18nRXGWKBkgulTxXOCu0yGv6uVC.jpg,/qIjhU6MtbfjMoVbkEIwKeD0WNwT.jpg,,"STRADDLE YOUR HOGS and RIDE, MAN! The 'Black Souls' vs the 'Stompers'...in the deadliest gang war ever waged!",0,0,,
49995,The Gunslingers,The Gunslingers,"While roaming the wild plains on a quest to find a cache of hidden riches, sharp-shooting bounty hunter Butch (John Elliott) and his outlaw companions come across a deadly gang with supernatural powers in this stylized Western. As the hunt for the gold treasure becomes competitive -- and violent -- Butch, morally questionable Rattler Fenton (Brad Allen) and vengeful Akemi (Narisa Suzuki) must confront the evil and powerful Mondego (Ben Hall).",2009-06-17,89,en,Released,tt1404677,0.2132,3.2,4,False,False,/G8pMXuoK6cX0Vf0zOB4MEIRpqE.jpg,/7EFEuvZ9ATxqfOzCD9hZRqZM78P.jpg,,,0,0,,
38633,"Gu Gu, the Cat",グーグーだって猫である,"Asako, a comic book artist in her early forties, is devastated by the death of her precious cat, Saba, which kept her company for over 15 years, as her assistant Naomi watches on with concern. Naomi is a young woman in her early twenties, who has her set of worries about love and future. Then one day, Asako meets a new cat, Gu Gu, which brings new joy and vitality to her life. What is more, she finds potential for love in a man named Seiji. Like Asako, Naomi, too, embarks on a new life plan.",2008-09-06,116,ja,Released,tt1255872,1.3847,6.6,9,False,False,/4v03pLULsUYQuE8XwgB6W1IkNOZ.jpg,/uYFFEPxSv4ik0aWZKlzfI7onyCe.jpg,,,0,0,,
77378,The Little Polar Bear: The Dream of Flying,"Der kleine Eisbär - Neue Abenteuer, neue Freunde 2","After a long journey with new brown bear friend Lea, Lars finds his parents have become ill. While fetching medicine, Lars crosses the snow line for the first time and learns about the forest. With his parents cured, it’s time to relax until Yuri, the funny Puffin, drops in unable to fly. It’s up to Lars and his chillin’ chums to help Yuri head back to the skies where he belongs!",2003-03-27,76,de,Released,tt0353629,0.4671,8.8,5,False,False,/yyfhFa0corVjgBJ0fI2Shxd9YOi.jpg,/u8hMIzJPjGUFqR81UKW5deE85WG.jpg,,,0,0,9088,The Little Polar Bear Collection
58568,Aryan Brotherhood - Die Gefängnisgang,Aryan Brotherhood - Die Gefängnisgang,,,,de,Released,,0.0071,,,False,False,,,,,0,0,,
97762,Two Years at Sea,Two Years at Sea,"Inspired by the themes of Knut Hamsun’s ‘Pan’, Ben Rivers ventures deep into the remote forests of Aberdeenshire to document the routine of Jake Williams - a man seen in all seasons, living reclusively, surviving frugally, and passing the time with strange projects.",2012-05-04,88,en,Released,tt2359417,0.2963,6.1,17,False,False,/eBy5Y543lS3jhvcDNp4uBNDxLpI.jpg,/bneIOoQ5rn2vK8Bth3qzLm1va0b.jpg,,,0,0,,
44532,Antoine & Antoinette,Antoine et Antoinette,"1947, in France, Antoine and Antoinette, a young couple living in Paris, lead a monotonous existence: he works in a print shop while she is a shop assistant. But one evening, they regain hope: Antoine finds a winning lottery ticket in his girlfriend's handbag. He decides to cash it in, but loses his wallet. What follows is a series of twists and turns that redefine the couple's priorities while forcing them to remain optimistic.",1947-09-27,88,fr,Released,tt0039155,0.8521,6.174,46,False,False,/mQrx290OaYTgnuvcFaU0hFHBRlS.jpg,/9w8vUAcWmMQxejsyo884b9woVRz.jpg,,,0,9704,,
66974,The Invincible Eight,天龍八將,"Everyday when General Xiao and his men ride through the Imperial City, inhabitants have to scatter around in order to keep out of their path. One day when Lei plans to assassinate Xiao but gets hurt, another three fighters He, Jiao and Feng come out boldly to help him out. With the help of Zhu, a cook, He succeeds to escape whereas the other three are seized. Later on, He acquaints himself with the girl Gui. Along with another two girls, Hai and Jiang, these eight youngsters are the descendants of the late patriotic generals, who have been recently murdered. Gui suspects that Hai and Jiang are controlled by Xiao and sneaks into his manor. She meets the girls successfully, but she is seized. When Wan, Xiao's butler, urges his master to kill Hai and Jiang, Jiang overhears their conversation and tries to rescue all her friends. At last, the eight are united and try their best to fight against General Xiao and his men.",1971-01-22,95,cn,Released,tt0067854,2.2194,7.6,4,False,False,/wuGQs752Tq3GweUAJUymtBQqHbz.jpg,/ixkv7KT2Fi4XJZAtWqWsX0UyDoH.jpg,,,0,0,,
76580,BBS Wildlife - Leopard Krokodil,BBS Wildlife - Leopard Krokodil,,,,de,Released,,0.0472,,,False,False,,,,,0,0,,
51926,Ronald Goedemondt: Spek,Ronald Goedemondt: Spek,Registration of the first theatre program by the Dutch comedian Ronald Goedemondt.,2006-12-12,90,nl,Released,tt2064936,0.0862,6.0,1,False,False,/27pJMi6hfxNGsYcC3qBrgsTnA6G.jpg,/xqoWMFjjeJBnGB3NU5sTp5sdcwM.jpg,http://www.ronaldgoedemondt.nl,,0,0,,
85466,Lord Byron,Lord Byron,"Filled with a cast of eccentric characters, each pursuing dreams and missions of their own making, Lord Byron paints a kaleidoscopic portrait of the strange and lonely world of its title character, a middle-aged, late-20th century romantic who's confused and torn about his own ambitions and desires. --(c) Official Site",2011-05-06,95,en,Released,tt1779086,0.0671,5.0,2,False,False,/tqzlIlWaIcH92C5xBfHurqWsa7u.jpg,,,,0,0,,
48447,The Demons Among Us,The Demons Among Us,"A dark and creepy horror set in rural Victoria, Australia on the eve of Christmas in the small isolated town of Miranda Falls, a beautiful and suspicious quiet country town, but not for long! Joe Melton has just moved into town and soon discovers an evil presence lurking both in the dark forest and in his home. Being chased by demons and suspected of murder, Joe becomes a man on the run. The only other person to witness the devil's work first hand is a local girl by the name of Kylie Fitzgerald. She is unwillingly swept up in Joe's desperate plight and together they must try to survive the ensuing horror.",2006-07-13,82,en,Released,tt0869039,0.1046,3.5,4,False,False,/225iTSpv6G37AXXGJAYzvt0uJ9D.jpg,/snG2MUgVZr83hH59FzQlR5ykID3.jpg,http://www.demonsamongus.com/,Pray there is a God.,0,0,,
26580,4 Little Girls,4 Little Girls,"On September 15, 1963, a bomb destroyed a black church in Birmingham, Alabama, killing four young girls who were there for Sunday school. It was a crime that shocked the nation--and a defining moment in the history of the civil-rights movement. Spike Lee re-examines the full story of the bombing, including a revealing interview with former Alabama Governor George Wallace.",1997-07-09,102,en,Released,tt0118540,1.4823,7.245,51,False,False,/7kbV3fDjuy9dQmcuZuT9NKNAEix.jpg,/73yBuG9gH1GWCooeXaFxUoNXziL.jpg,,On that Birmingham Sunday the blood ran like wine,0,0,,
7456,The Cloud,Die Wolke,DIE WOLKE (The Cloud) is about a breakdown of a nuclear power station in Germany and the story of two teenager-lovers Hannah and Elmar who take refuge. 38.000 people die and Hannah unfortunately becomes contaminated.,2006-03-16,105,de,Released,tt0480083,1.6469,6.31,124,False,False,/gwep9xu87p5hXrCXEO3iDmuuwmo.jpg,/2pNwXhvBUAFOEIWrcs45mqHMubC.jpg,http://www.die-wolke.com/,,0,0,,
17469,The Cradle,The Cradle,"When Frank and Julie move to a small isolated town with their son Sam, both Julie and Sam become ill. Driven by terrifying nightmares of torture that come true Frank begs a local midwife Helen to care for Sam as he desperately searches for a way to stop this curse on his family.",2007-07-31,107,en,Released,tt0871020,0.2948,4.1,14,False,False,/uPBsRyAXdwh5nGdQ7ONuwKLeCvA.jpg,/za7gd75MOJCt0J2aXDdUAh5AYNO.jpg,,,0,0,,
5965,Scorcher,Scorcher,The only hope for humanity to survive a natural disaster is to detonate a nuclear bomb in Los Angeles.,2002-10-04,91,en,Released,tt0303017,1.5005,4.567,30,False,False,/hkyMlHqPwWFSSuDwuQLRlIhlWiv.jpg,/h72UnVD7EwXYc7BYAZvffrDjs7J.jpg,,Mankind Faces Earth's Final Days...,0,0,,
66241,Mannan,மன்னன்,"Circumstances force the union leader of a factory to marry his own boss, a rich and arrogant lady who has ulterior motives.",1992-01-14,162,ta,Released,tt0319813,0.3937,7.222,9,False,False,/sw0NWcFEsy7q7i8WqJ6S0dxROf6.jpg,,,,0,0,,
80391,Samba,సాంబ,Samba and Pasupathi vie for each other's blood due to an old family feud. Samba wishes to further his dad's dream of making education available to all but Pasupathi stands in his way.,2004-06-12,155,te,Released,tt0417106,1.1143,4.688,8,False,False,/l2nqtcrjgZTCXipNV6KVWgRsyyH.jpg,,,,0,0,,
60320,Bellator 5,Bellator 5,"Bellator V took place on Friday, May 1, 2009 in Dayton, Ohio. It was broadcasted nationally in the U.S. via tape-delay the following night on Saturday, May 2, 2009 through an exclusive television agreement with ESPN Deportes.",2009-05-01,,en,Released,,0.0256,,,False,True,,,,,0,0,,
48360,Killer Ice,Killer Ice,"Hear tragic and incredible tales which demonstrate just how dangerous ice can be in Massachusetts, Greenland, Newfoundland and other icy realms.",,,en,Released,,0.0261,,,False,False,,,,,0,0,,
65667,Wagtail's Army Fighting Again,Армия «Трясогузки» снова в бою,"A kids from ""Armiya Tryasoguzki"" are fighting ""whites"" again.",1968-12-23,85,ru,Released,tt0312381,0.629,6.5,6,False,False,/w7j6kOgDWLnk5ELKIlMVcJXZjYG.jpg,/fcPsGROjqb9VQ2dDhDMB6LRO6fF.jpg,,,0,0,903394,Армия Трясогузки (Коллекция)
79660,3,3,"Ram and Janani are high school sweethearts who eventually get married. However, Janani is mystified when Ram commits suicide all of a sudden and she tries to find out the truth behind his death.",2012-03-30,145,ta,Released,tt2123129,1.1939,6.682,66,False,False,/3JB3worSWdCp64oGxpncfotoAG0.jpg,/7FR9Srj28AWUAojaUVjSYn1rcp8.jpg,,,3231492,0,,
67130,Moving Day,Moving Day,"Donald and Mickey are overdue on their rent, so the sheriff is preparing to evict them and sell their belongings. Goofy the ice-man comes by and helps them move out before the sale, but their piano doesn't want to stay on his truck. Meanwhile, Donald has a fight with a plunger and a fishbowl after removing a heater from the gas line.",1936-06-20,9,en,Released,tt0027994,1.2029,6.27,50,False,False,/gUEUTs7EYg6h8q67QQvUwvTu73X.jpg,/mC3atWHenpqL7hPG7133NNc1d51.jpg,,,0,0,,
39822,The Ocean Hop,The Ocean Hop,"Oswald the Rabbit enters an airplane race with a makeshift aircraft and ends up riding a dachshund lifted into the air by balloons. Meanwhile, his peg-legged rival tries to cheat his way to victory.",1927-11-14,6,en,Released,tt0018212,0.3319,6.239,23,False,False,/oqwV79hKShIrG4xnyB33zrljvy.jpg,/fXQYb4j5RRF17nC7sitLbVZlUQN.jpg,,,0,0,,
63082,Melhores do Mundo: Notícias Populares,Melhores do Mundo: Notícias Populares,"Notícias Populares é o título do primeiro DVD que a companhia de comédia Os Melhores do Mundo lança pela Warner. Mais que isso, este trabalho celebra também a primeira vez que um grupo de teatro é contratado por uma gravadora. Notícias Populares apresenta uma visão bem-humorada e crítica desta entidade que faz parte de nosso cotidiano e direciona nossas opiniões: a notícia. O espetáculo soma ao todo oito cenas, entre elas ""Assalto (Erros de Português)"", um assaltante que não tolera erros gramaticais, ""10 de Setembro"", que especula sobre o dia anterior aos ataques de Bin Laden, e, como não poderia faltar, o famoso Joseph Klimber.",2007-01-01,92,pt,Released,,0.0707,6.7,5,False,False,/sgByeEDSgnHbIaZYFBuQVXkUHmS.jpg,,,,0,0,,
