movie_id,title,original_title,overview,release_date,runtime,original_language,status,imdb_id,popularity,vote_average,vote_count,adult_flag,video_flag,poster_path,backdrop_path,homepage,tagline,budget,revenue,collection_id,collection_name
69695,Enemy Agents Meet Ellery Queen,Enemy Agents Meet Ellery Queen,Detective Ellery Queen aids Free Dutch agents battle Nazi spies over a prize of industrial diamonds.,1942-07-30,64,en,Released,tt0034703,0.6159,6.625,4,False,False,/pvBOJasFILGi2QGL6eoWo9pXNrj.jpg,/zO1GWK7ZtRocf5WPDLj6mLPhxN8.jpg,,It's a wave of thrills and chills for you!,0,0,395086,Ellery Queen Collection
36056,The Ring,The Ring,"Both Jack Sander and Bob Corby are boxers in love with Mabel. Jack and Mabel wed, but their marriage is flat. The young wife looks to Bob for comfort.",1927-09-28,116,en,Released,tt0018328,1.5413,5.904,109,False,False,/VeNRpyspVlJzkrNAyszdGtmy9e.jpg,/8nCWeu8mgd3Wa0TtkSUIla0x9cF.jpg,,Two boxers compete for the love of a woman.,0,0,,
41289,Bloodfight,Bloodfight,"Master martial artist Masahiro Kai is a shadow of the champion fighter and trainer he once was. After his protégé was slain in a no-holds-barred, underground fight by the incomparable Chang Lee, Kai slips into a numbing alcohol-induced stupor to try to forget the past.",1989-06-24,100,en,Released,tt0140859,1.6484,5.938,24,False,False,/4dvfxBT3OqIONZK6apAL7ERVC85.jpg,/xudfgCTwE2A8XRcvUi2wQwojbrN.jpg,,Beneath the fight. Beyond the fight. Become the warrior,0,0,,
25563,Marked Woman,Marked Woman,"In the underworld of Manhattan, a woman dares to stand up to one of the city's most powerful gangsters.",1937-04-10,96,en,Released,tt0029217,1.7962,6.553,76,False,False,/rJHNkbEnyjQUl8DXWxk127hNEhD.jpg,/mBL8qkSJKjAOdm3r14PtVV1Hf5L.jpg,,The star teaming you'll never forget!,0,0,,
50618,Fortress of War,Брестская крепость,"The film covers the heroic defence of the Brest Fortress, which was attacked during the first strike of German invaders on June 22 1941. The story describes the events of the first days of the defence, including the three main resistance zones, headed by the regiment commander, Pyotr Mikhailovich Gavrilov, the commissar Efim Moiseevich Fomin and the head of the 9th frontier outpost, Andrey Mitrofanovich Kizhevatov. Many years later veteran Alexander Akimov again recalls the memories of the time, when he, then a 15 year old Sasha Akimov was deeply in love with the beautiful Anya and suddenly found himself in the middle of the bloody events of war.",2010-11-04,138,ru,Released,tt1343703,2.4349,7.171,181,False,False,/iHXo74DonjdP8AoY2iChSEm9HjG.jpg,/6AXiXs5BOaGpYx1ctChTSNJxjJu.jpg,http://brestkrepost-film.ru,Surrender was not an option,8500000,4404729,,
18217,Buried Alive,Buried Alive,A college prank at an abandoned house accidentally awakens a frightening spirit.,2007-02-07,94,en,Released,tt0479199,1.3632,4.752,121,False,False,/nGjRzBdlSwUnv2zoxpChWyttIBo.jpg,/drk6V6q14u0ksBclhzJ35Q0s3kd.jpg,,Evil Won't Stay Buried Forever,0,1558939,,
14057,Trust the Man,Trust the Man,"Overachieving actress Rebecca must come to grips with her failing marriage to stay-at-home dad Tom. While Rebecca's slacker brother Tobey can't seem to commit to his aspiring-novelist girlfriend, Elaine. As both relationships spin out of control, the two couples embark on a quest to rediscover the magic and romance of falling in love in New York.",2005-09-01,103,en,Released,tt0427968,1.3584,5.166,125,False,False,/njvBxeC3mj5XKjT9a2OdDglq9Yj.jpg,/A4f5bTLP0qkhgfS3ry1fPFHKsl4.jpg,,Men play the game. Women know the score.,9000000,0,,
89777,"Piet Kluit, een man met ballen.","Piet Kluit, een man met ballen.",,2009-02-16,50,nl,Released,tt1370827,0.0143,,,False,False,/lae45rxoSUXrTnirNLwkhXPe827.jpg,/eaqpYnAAtbWlmJmMrCdbpHSUzj9.jpg,,,0,0,,
91906,World of Skinhead,World of Skinhead,"Straight out of This is England! Or was it the other other way round? Never mind, now a classic, World of Skinhead seeks out the roots of skinhead culture - from Detroit to Bergen, from Glasgow to Berlin, honouring its true spirit.",1995-03-09,52,en,Released,,0.0741,,,False,False,,,,,0,0,,
68201,The Mikado,The Mikado,"In a small Japanese town, Ko-Ko is appointed to the unenviable position of executioner. Knowing he must successfully perform before the appearance of the Mikado in a month's time, Ko-Ko finds a suitable victim in Nanki-Poo, who is distraught over his unrequited love for the maiden Yum-Yum. Nanki-Poo agrees to sacrifice his life if he is allowed to spend his remaining days with Yum-Yum, who is betrothed to Ko-Ko.",1939-05-01,91,en,Released,tt0031650,0.7501,6.855,31,False,False,/8cMjvpBjKJZ2xTKLlvOGhszOeuH.jpg,/abLgXm9M6tO3gLntYYzY2ovNuiI.jpg,,,165000,0,,
79177,Suze Orman: The Courage to Be Rich,Suze Orman: The Courage to Be Rich,"Suze Orman, author of the bestselling book and DVD 9 Steps to Financial Freedom, delivers another seminar to us, this time on The Courage to Be Rich. The premise of this lecture is ""how to create changes in our life so that we can take charge of our financial future."" Orman loosely divides the program into three sections: the first explores how our thoughts create our destiny; the second examines our relationship with our self, our money, and those we love and their money; and the final explores the myths and realities of Roth IRAs, commissions on mutual funds, and why you may not be getting the raise you deserve. Using personal anecdotes and exercises, Orman drives her points home. Her opinions are definite--make sure you have a prenuptial agreement, own your home, invest in a Roth IRA--but she is clear and effective in explaining the reasoning behind these absolutes. Her manner is both inviting--those new to the financial world will not be in the least intimidated--and knowledgeable.",,75,en,Released,tt0255626,0.1939,8.75,2,False,False,,,,,0,0,,
95467,The Full Treatment,The Full Treatment,"Race car driver Alan Colby and his new wife Denise are involved in a car crash where he sustains a serious head injury, causing him to have murderous feelings toward Denise. After Denise persuades him to honeymoon with her on the Cote D'Azur in France, they enlist the aid of a French psychiatrist who offers to regress Alan back to the time of the accident and cure him.",1960-10-01,108,en,Released,tt0054901,0.8503,6.182,22,False,False,/5C8cZ5uOynaQEKej8tteXN5lJ3g.jpg,/wlaDHhbcnH6meuDaUPWPwS1SyDl.jpg,,A diabolical new technique in suspense!,0,0,,
18550,Fled,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",1996-07-19,98,en,Released,tt0116320,2.6577,5.614,246,False,False,/5oGdTgWXCOKerrfdBxJrOlFyifL.jpg,/z9jJJX0FPhwEHjbLzVmVsAOtMI2.jpg,,See how they run.,25000000,17193231,,
49977,The Butt,Fimpen,"6-year-old Johan (nicknamed 'Fimpen') loves football. One day, his talents are discovered, and it doesn't take long before Fimpen gets to travel around with the national team. Fimpen becomes an idol and the media wants a piece of him all the time. It gets hard to catch up in school.",1974-02-16,87,sv,Released,tt0071498,0.8306,5.923,13,False,False,/p3ImxbFgz1ZmpM29q2Ufl34P8XA.jpg,/qk1rZKavQHZQ6NE8e5nghIkHxWd.jpg,,,0,0,,
61821,The Jokes,Le barzellette,"In many small episodes, various characters represent the typical vices and comedy of Italian society in early 2000.",2004-02-06,92,it,Released,tt0402832,0.9629,4.592,120,False,False,/zgzygvWq1rZ5h2qn1hX3h73Fs29.jpg,/e12yyOpFYx17ioQzd4tpVOtUctg.jpg,,,0,0,,
54908,Depeche Mode: The Dark Progression,Depeche Mode: The Dark Progression,"Unauthorized by (and therefore completely independent from) Depeche Mode themselves or their record company, Depeche Mode: The Dark Progression is a new documentary following the development and career of popular electronic band Depeche Mode, from their interest in New Romanticism at the start of their career through the darkness and urban industrial themes that permeated their albums, to the departure of Alan Wilder in 1995 and more. Packed with interviews with all the band members, contributions from their friends, colleagues, and contemporaries , rare performances by Depeche Mode, archive footage, video clips, location shots, and news reports, Depeche Mode: The Dark Progression is a ""must-have"" for Depeche Mode fans. Some tracks are also included, such as ""Just Can't Get Enough"", ""People Are People"", ""Stripped"", ""Never Let Me Down Again"", ""Strangelove"", ""Personal Jesus"", ""Enjoy the Silence"", ""Walking In My Shoes"", ""I Feel You"", and more.",2009-06-16,97,en,Released,,0.055,1.0,1,False,False,/zSqGHWezBfhKss51MRJ95buVmor.jpg,,,Unauthorized,0,0,,
75944,The Jackpot!,La Totale !,"To his family, François Voisin is nothing more than a humdrum civil servant. In truth, for the past twenty years he has been working as a secret agent. All goes well until circumstances put his secret in danger.",1991-12-18,102,fr,Released,tt0103103,1.7341,5.839,115,False,False,/jTn3hsc9wqOIOaYzucy97putFFv.jpg,/57UWmEFLl61qqVnLsnWVp9c9uzM.jpg,,,0,0,,
39579,Golf for Dummies,Golf for Dummies,"Whether you're new to golf or already a strong player, you're guaranteed to learn something new about the game with this DVD! Golf For Dummies DVD features: Designed for golfers of all ages levels, and egos Easy-to-follow program for any player Discover how to grip your clubs, stand, and swing Improve your putting Pick the best equipment for your game, and more Running length: 75 minutes About the Host: Gary McCord, a 25-year Tour veteran, stumbled into broadcasting when a CBS executive asked him to do color commentary---by tossing him a headset with 15 minutes to prepare. CBS liked Gary's style under pressure and he was on his way to a career in broadcasting. McCord writes for America Online and Golf Digest...Another of his efforts were: Just a Range Ball in a Box of Titleists a collection of essays and stories from his life on and off the Tour. McCord also operates the Kostis-McCord Teaching Center in Scottsdale, AZ with Peter Kostis.",2004-06-08,75,en,Released,tt0437208,0.3301,8.5,3,False,True,,,,,0,0,,
11522,Pretty in Pink,Pretty in Pink,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",1986-02-28,97,en,Released,tt0091790,4.5178,6.696,1198,False,False,/jeFJyzJBufJexpOuywuPp8q2tCJ.jpg,/bZneRu42OnfMJzQJ0Mn39kCI5v3.jpg,,Blane's a pretty cool guy. Andie's pretty in pink. And Duckie's pretty crazy.,9000000,40471663,,
37373,Island in the Sun,Island in the Sun,"A scandalous tale of politics, social inequality, interracial romance, and murder set on a fictitious British-owned Caribbean island.",1957-06-12,119,en,Released,tt0050549,1.1798,6.69,21,False,False,/edwem9j28FpivnydLlDCchc5WCy.jpg,/zwuRNAp7hQdYDO7Edmy1WMEn2QV.jpg,,,3000000,5000000,,
13816,Idlewild,Idlewild,"A reticent piano player Percival, along with Rooster, his flamboyant lead performer and manager, struggle to keep their speakeasy, in the Prohibition-era South, out of the hands of gangsters who want to take it over.",2006-08-25,121,en,Released,tt0417225,2.1501,5.633,64,False,False,/d1KW3hrGAJCsvs2GC2MCkYebD2u.jpg,/l3S9jKTD6zCegaPrVkCfSZS2xJV.jpg,,,15000000,12643027,,
60157,Bee Gees - Live by Request,Bee Gees - Live by Request,"Celebrating 35 years of hitmaking, the Bee Gees take the stage in New York City with host Mark McEwen taking the requests as Barry, Maurice and Robin play your favorite songs from the last four decades. From A&E's popular ""Live by Request"" music series, the brothers Gibb perform five new classics and over a dozen all-time favorites in this unique, intimate concert captured in glorious surround sound. Songs: This Is Where I Came In, She Keeps on Coming, Sacred Trust, Man in the Middle, Massachusetts, To Love Somebody, I Started a Joke, Jive Talkin', How Can You Mend a Broken Heart, Gotta Get a Message To You, Acoustic Medley: New York Mining Disaster/Run to Me/Too Much Heaven/Islands in the Stream/Holiday/A Woman in Love/Guilty/Nights on Broadway, Wedding Day, Lonely Days, How Deep Is Your Love, You Should Be Dancin'.",2001-04-27,90,en,Released,,0.1302,6.6,7,False,False,/dzqoQzYAwErrttSKfzpTFZishMi.jpg,,,,0,0,,
92674,Classified X,Classified X,"A history of the racially stereotyped portrayal of African Americans in cinema, hosted by film pioneer Melvin Van Peebles.",1998-10-16,53,en,Released,tt0141593,0.6081,5.417,6,False,False,/2Vu7MTXqm7chzwcple1FM7zR10X.jpg,/3zE4cV8KSM53isRjqfHg87dD7dG.jpg,,,0,0,,
85899,The Lone Wolf in London,The Lone Wolf in London,"Michael Lanyard is suspected of stealing two fabulous diamonds from a vault in Scotland Yard, where they were being held for safekeeping, but the Yard can't prove he did it. Later, Lanyard is summoned by a member of the nobility to help the latter raise money to pay a blackmailer. Lanyard later finds evidence to reveal the diamonds as having been stolen by a famous stage star.",1947-11-13,68,en,Released,tt0039579,0.8379,6.625,4,False,False,/4jltS83R8Vv6T0waEpE0pgeWARk.jpg,/4C7queVRmyDCpMxJkiVOAmV6oAv.jpg,,The Lone Wolf's Got A Way With Women Who Try To Get Away With MURDER!,0,0,395433,Lone Wolf Collection
38308,Live Killers,Queen: Live Killers - In Paris,"Concert of the Queen Live Killers world tour at the Pavillion de Paris, March 1st 1979. Songs including Fat Bottomed Girls, You're My Best Friend, Don't Stop Me Now, If You Can't Beat Them, Spread Your Wings and Dreamer's Ball. On the exhausting Jazz Tour in late 1978 for the US and early 1979 through Europe and Japan, most European dates were recorded and then later spliced together to make up the Live Killers double-album. This tour featured their ""Pizza Oven"" lighting rig which consisted of 320 par lights arranged on a massive moveable rig above the band. It was nicknamed the ""Pizza Oven"" due to the massive amount of heat that the lights generated.",1979-03-01,102,en,Released,,0.3221,7.0,2,False,False,/vLASdagbgbaEeqd3mXqH8jZVdcD.jpg,,,,0,0,,
47026,Mandy,Mandy,"London, the early 1950s. Born deaf, Mandy is mute for most of her childhood. As she reaches school age her family itself is in danger of breaking up. Christine, Mandy's mother, has heard of a residential school for the oral education of the deaf.",1952-07-29,93,en,Released,tt0045654,1.2122,7.118,34,False,False,/8bwWXoxCjCUDJN6hKPCtUWUzPux.jpg,/l8AAefZ2lvAphYXe7HZ9uVxGbgQ.jpg,,The Greatest Emotional Drama yet brought to the screen...,0,0,,
63074,The Roses of the Desert,Le rose del deserto,"A sanitary battalion of Italian Army is sent to Sorman oasis in Lybia during the Africa campaign in 1940. Soon an Italian missionary, living nearby, succeed to transform the occupation by Italian Army in a kind of humanitarian mission. In fact all the battalion is involved to help the local population. The war anyway goes on with no regards to human feelings. The ""glorious"" Fascist campaign is going to became a fast retreat.",2006-12-01,102,it,Released,tt0470082,0.8601,6.156,16,False,False,/gzW15mnUnKovV06Ggyomr1asp4u.jpg,/kORC0dKWM1Ya0fk6C9Q53bA66ts.jpg,,,0,0,,
43771,Gabbeh,گبه,"An elderly couple go about their routine of cleaning their gabbeh, while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.",1996-06-26,72,fa,Released,tt0116384,0.9697,6.705,61,False,False,/uT2MCo2YKqMqtUXdtmy1rwR4IwD.jpg,/uv0annzJaX9iGrzQOTTmHD63qPJ.jpg,,Life is Colour. Love is Colour.,0,0,,
17131,The Glass Key,The Glass Key,A crooked politician finds himself being accused of murder by a gangster from whom he refused help during a re-election campaign.,1942-09-08,85,en,Released,tt0034798,1.381,6.628,129,False,False,/wMUEEEdqKWIN9BxcSFx3dlFb7i1.jpg,/jkGg59usMSBG36TLfA3KaaHAZnP.jpg,,The Tougher They Are—The Harder They Fall,0,0,,
38157,Wishmaster 4: The Prophecy Fulfilled,Wishmaster 4: The Prophecy Fulfilled,"The unspeakable evil of the soul-devouring djinn rises again in this fourth electrifying installment of the unstoppable Wishmaster horror legacy! But now, as a host of new victims see their most nightmarish wishes come true, the world faces the ultimate demonic terror: an onslaught of multiple djinns hell-bent on destroying everything in their path!",2002-06-10,92,en,Released,tt0254872,1.5731,4.514,180,False,False,/am5GYs2Zd4AE8faxTGkdSBvdgbG.jpg,/cjIY7VLjVGLVp46WqrhQemImEfr.jpg,,Leave no soul unturned.,500000,0,135489,Wishmaster Collection
30565,The Hamster Factor and Other Tales of 'Twelve Monkeys',The Hamster Factor and Other Tales of 'Twelve Monkeys',"A documentary following Terry Gilliam through the creation of ""Twelve Monkeys.""",1996-11-05,88,en,Released,tt0116479,1.0972,6.97,33,False,False,/xoeX7DIHRU90KuSNNsDWoYqhrJL.jpg,/gNbhAEsi1239PFdwi7gXxIzvHfN.jpg,,,0,0,,
53014,Cat Napping,Cat Napping,"Tom has plans to take a nice long nap in a hammock, but Jerry has gotten there first and is snoozing happily, so the two fight it out to see who gets to sleep there.",1951-12-08,7,en,Released,tt0043387,0.7242,7.0,42,False,False,/mUZyABnISQtywcfJ1yNrOKR50at.jpg,/ga2rBuLcsmxArVxvHo3xZq9RINp.jpg,,,0,0,,
8905,Three Monkeys,Üç maymun,"A family battles against the odds to stay together when small lies grow into an extravagant cover-up. In order to avoid hardship and responsibilities that would otherwise be impossible to endure, the family chooses to ignore the truth, not to see, hear or talk about it. But does playing “Three Monkeys” invalidate the truth of its existence?",2008-05-16,109,tr,Released,tt1233381,1.4173,6.811,225,False,False,/tyIKP8SSTkw9xEXAG9lj5jEnIfW.jpg,/tD7zvUWcx6Uw54GiE0xzpGK15pT.jpg,http://www.nbcfilm.com/3maymun/3maymun.php?mid=1,,0,1930628,,
47282,Little Dorrit,Little Dorrit,"Amy Dorrit spends her days earning money for the family and looking after her proud father who is a long term inmate of Marshalsea debtors' prison in London. Amy and her family's world is transformed when her employer's son, Arthur Clennam, returns from overseas to solve his family's mysterious legacy and discovers that their lives are interlinked.",1987-12-11,357,en,Released,tt0095530,0.9625,6.357,14,False,False,/61uclYiDIhkbV3o8XsjqUK0jbXD.jpg,/mogHGupMqYXj3tR3JZ5xLSyTZJ4.jpg,,,0,0,,
47044,The Secret Life,The Secret Life,"Based on the life of notorious serial killer Jeffrey Dahmer, who murdered 17 men and ate many of them before he was caught in 1991.",1993-01-01,99,en,Released,tt0244782,1.0435,5.02,25,False,False,/5NZrBKAtpRqVtWuVZvw5HISajld.jpg,/sdKYcmYTXh7xsdHsHmyLPCHztm5.jpg,,The fictionalized story of the murders.,0,0,,
9464,Buffalo '66,Buffalo '66,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",1998-01-20,110,en,Released,tt0118789,5.2173,7.1,1042,False,False,/fxzXFzbSGNA52NHQCMqQiwzMIQw.jpg,/oCcRRoalUWy83x3gqhCIl6pPUAi.jpg,http://www.vincentgallofilms.com/buffalo66.html,Billy Brown just got out of jail. Now he’s going to serve some real time. He’s going home.,1500000,2375097,,
26189,Get a Clue,Get a Clue,"A wealthy student with too much fashion sense, her equally rich friends, and her rival/superior from the school paper work together to solve the case when their teacher goes missing.",2002-06-28,83,en,Released,tt0282521,1.5946,5.315,238,False,False,/9NhdXavPBUPYkdBwCaatOIGwGjp.jpg,/1eqEZmLExg1Px2Dgz9t0Ji9ghPi.jpg,https://movies.disney.com/get-a-clue,Trust No One... Question Everything... Get A Clue.,0,0,,
68394,Emma Goldman: An Exceedingly Dangerous Woman,Emma Goldman: An Exceedingly Dangerous Woman,"The remarkable life of the immigrant christened ""the most dangerous woman in America"" is explored in this documentary focusing on noted birth-control advocate and anti-military conscription activist Emma Goldman. A noted Russian-born woman who became the leader of the anarchist movement upon immigrating into the United States, Goldman subsequently earned such nicknames as ""Red Emma"" and ""Queen of the Anarchists"" for her outspoken vocal attacks on the government and her staunch opposition to World War I",2004-04-12,85,en,Released,,0.4425,,,False,False,/zTTqRbWuHPVtk9KSPVD02jmZqiJ.jpg,,,,0,0,,
76027,Killing Hitler,Killing Hitler,"A drama-documentary about Operation Foxley, a 1944 British plan to assassinate Adolf Hitler.",2003-03-30,90,en,Released,tt0360715,0.6906,6.5,6,False,False,/hXlYcQb23TdjEylYNYAIw4DeOXs.jpg,,,,0,0,,
55896,獄に咲く花,獄に咲く花,"When U.S. Commodore Matthew Perry's infamous Black Ships arrived in Uraga Harbour in 1853 saw his chance to let that breath out, and he and a friend snuck aboard Perry's ship in an attempt to return with him to America. When Perry's crew caught him and returned him to the mainland the ruling Shogunate put him under house arrest, a light sentence considering that the official penalty for leaving Japan was death. It was during his time of house arrest that Shōin saw the whirlwind of foreign influence that Perry's visit had initiated. To try and counteract this Shōin set up a school in his native Hagi in Yamaguchi Prefecture where he taught traditional Japanese values, military strategy and a redefinition of bushido, the samurai code. This school, the Shoka Sonjuku produced some of the leading revolutionaries who would bring about the downfall of the Shogunate.",2010-04-10,,ja,Released,tt1606611,0.2467,8.5,1,False,False,/h1mREuhHNNDX3wUxrrf4oOOprLt.jpg,/1ZcarbQ4MwpPWUs93jtvBLf8IlN.jpg,,,0,0,,
69138,"The Cat, the Cow, and the Beautiful Fish","The Cat, the Cow, and the Beautiful Fish","While Jean Jean takes his pet fish for a walk, the evil cat sneaks into his house to to kill his mother; but his plans go awry when the orange juice cow shows up...",1992-01-01,3,en,Released,,0.051,,,False,False,,,,,0,0,,
85328,The Pompatus of Love,The Pompatus of Love,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",1996-07-26,99,en,Released,tt0117357,1.2649,4.071,7,False,False,/i94UXzKj8OF1hUyXlT4BHvfgJZI.jpg,/vEiAWnELNuUbULQ913nVUeMsJ38.jpg,,Woman are a mystery,0,0,,
91340,"Where Are You From, Johnny?","D'où viens-tu, Johnny ?","Without knowing it, Johnny, a young rock musician, finds himself involved with a Parisian drug gang. Realising he is being set up, he throws the drugs into the Seine and takes refuge in the Camargue with his family and his fiancée, Gigi. Meanwhile, the dealers are hot on their heels.",1963-10-29,100,fr,Released,tt0056974,0.5201,6.0,5,False,False,/ygHBnG0DPkLts24YMyIf6ED46v0.jpg,/7vqPEdp3sPSNXqz0X5URT9vxOVi.jpg,,,0,0,,
96799,When a City Falls,When a City Falls,"2010 on the Canterbury Plains and all is well. Lambs, blue skies and daffodils. In Cathedral Square choir boys sing to their God. Punts push new season's tourists along the Avon. They photograph the 'Garden city'; the 'most English city outside of England'.  We get hit with a 7.1 earthquake. We stand up, wave our fists at the heavens and compliment ourselves on our ability to recover. And then we get hit even harder. Now the city has fallen. Many are dead. Many injured. Many narrowly escape.  A fragile people reappear in the following days. We have learnt from the first earthquake and once again a response is growing. Once again adrenaline is taking over. Now the whole country is rallying for Christchurch. It's the energy of the people that's unprecedented. Communities are rising from the sand. People are holding tight to each other.  A year later and the quakes keep rolling. Now the Canterbury earthquakes are the most ever quakes recorded in a series. And we're still counting....",2011-11-24,106,en,Released,tt2258731,0.0668,0.5,2,False,False,/zOb94gSCGMylWmJdYP8QZTTaVPl.jpg,,http://www.frankfilm.co.nz/when-a-city-falls.html#fragment-59,,0,0,,
70155,Devochka Moya,Девочка моя,"Однажды, после тяжелого концерта в ночном клубе звезда джаз-кабаре Астров, просыпаясь в гостиничном номере, обнаруживает в своей постели малолетнюю фанатку. Девочка утверждает, что Астров ее изнасиловал и угрожает выброситься с балкона. Бдительной горничной тут же вызвана милиция, разгорается ужасный скандал… Желтая пресса плотоядно потирает ручки, предвкушая как джаз-музыканта вот-вот упекут за решетку за развращение несовершеннолетней сиротки, мать которой умерла при родах… Но честь Астрова и невинность девочки удается доказать. Астрова отпускают из-под стражи, однако адвокат советует своему подопечному разыграть для вездесущих журналистов смерть от «сердечного приступа», на время уехать в провинцию и «залечь на дно», пока не забудется эта «сомнительная история». Расстроенный Астров направляется на вынужденный отдых «на историческую родину» - в городок своего детства, где не был со дня окончания школы. Здесь его ждёт встреча с первой любовью и новые «приключения»…",2008-06-06,89,en,Released,,0.1493,,,False,False,,,,,0,0,,
62736,Baoh: The Visitor,バオー来訪者,"Doress, a Japanese ""black projects"" organization, has been gathering psionics and creating biological weapons to ""make Japan superior"". When one of the biological experiments, BAOH, a parasite living inside 17-year-old Ikuro, escapes with a psychic young girl named Sumire, Doress will do anything to get the boy and girl back. The only problem for them is that BAOH has the ability to alter its host into a living death machine in order to keep it alive. BAOH ""awakens"" to its ""Armed Defense Phenomenons"", giving Ikuro acid-tipped claws, bio-regeneration, and super-strength. But Doress takes the girl, and BAOH, alongside its host, must fight an army of commandos and psionics to get her back.",1989-11-01,50,ja,Released,tt0096891,2.3468,6.012,43,False,False,/wvSMLqZmFWjZ74ILsLtqVt45WTL.jpg,/CVZXg7vngiz2fO7KrVnhG508qM.jpg,,,0,0,,
52447,Coronation Street: A Knight's Tale,Coronation Street: A Knight's Tale,"Coronation Street's Curly Watts and Reg Holdsworth, two of Britain's most enduring characters are reunited in a special one-off feature length movie, A Knight's Tale. They are joined by Norris Cole, Mary Taylor, Rosie Webster and Jason Grimshaw in a comedy of errors set at a medieval weekend within a Gothic castle. A Knight's Tale also stars Brian Capron in a cameo as a 'Dickie the boatman' and Jeremy Edwards (Holby City, Dancing on Ice) as plastic surgeon Uri. Written by Anonymous",2010-11-01,81,en,Released,tt1735854,0.0708,6.3,5,False,False,,,,,0,0,,
30347,Jesse Stone: Death in Paradise,Jesse Stone: Death in Paradise,"When Jesse Stone looks into the murder of a teen-age girl whose body is found floating in a local lake, it brings him up against the Boston mob and into the affluent world of a bestselling writer who exploits troubled teens.",2006-04-30,87,en,Released,tt0800095,1.716,6.9,118,False,False,/zbRvYD01GzgwBqe5vHBFeoscuQA.jpg,/byGOLsnQrTzxjC5NofjwT6aa7S9.jpg,http://www.cbs.com/specials/death_in_paradise/,,0,0,59235,Jesse Stone Collection
98602,Samsung Presents: IMAX 3D Triple Feature,Samsung Presents: IMAX 3D Triple Feature,"Galapagos: Shot on the famed archipelago and in its surrounding waters, Galapagos follows marine biologist Dr. Carole Baldwin as she makes her initial venture into that world first chronicled for science 160 years earlier by Charles Darwin. The tools for Baldwin's team are far different than anything Darwin used, yet one thing is unchanged. The Galapagos Islands remain a stunningly abundant laboratory for exploration.  Into the Deep: Kate Nelligan narrates and renowned marine-life filmmaker Howard Hall directs this colorful foray into the kelp forests located off California's Channel Islands.  Mummies: Secret of the Pharaohs: unravel the enshrouded human time capsules that have become the most fascinating mystery of our time - Egypt's mummies. Probe ancient tombs to uncover these carefully hidden phenomena, and experience the dramatic adventure of their excavations.",2010-09-19,112,en,Released,,0.0143,,,False,True,/fHmGKkB6lSwfsqUlWv6oFQbGxpy.jpg,,http://www.blu-ray.com/movies/Samsung-Presents-IMAX-3D-Triple-Feature-Blu-ray/16085/,,0,0,,
58678,Alarm,Alarm,A grieving woman leaves Dublin to the Irish countryside for a fresh start. Soon her new life is disturbed by a vendetta and her own suspicion towards her new neighbors and her old friends,2008-07-11,105,en,Released,tt1135960,0.2654,4.1,7,False,False,/3OXaxsSvji5em07xPPYExCcfGFo.jpg,,,Home is where the fear is,0,0,,
86528,The Hidden Faith of the Founding Fathers,The Hidden Faith of the Founding Fathers,"The 'Hidden Faith of Our Founding Fathers' is perhaps the first and only documentary to go where no film has ever gone before: into the hidden faith of America's founding fathers. Many founders were involved in secret societies, and yet it is often claimed these men were Christians who were trying to build a Christian nation. But was their faith the true faith of the Bible? And is it possible, as some claim, that the exact opposite is true?  What did the founders believe about the Person of Jesus Christ? Were they fighting for Christianity, or against it? Moreover, is it possible that the events of the American Revolution have a much darker significance in the pages of Bible prophecy than most church leaders are aware?",2011-01-01,180,en,Released,tt3433584,0.0865,4.0,2,False,False,/agjPX1IwrdXbRn37WKiHn7x3p0d.jpg,,https://www.adullamfilms.com,What did America's founding fathers actually think about the Gospel of Jesus Christ?,0,0,,
96279,After the Storm,After the Storm,"On the run from smugglers and the police, world-weary scavenger Arno (Benjamin Bratt) takes a job as a courier for a tycoon. But when the tycoon's yacht goes down in a storm, can Arno partner with a fellow sea scavenger to loot the ship's bounty? What awaits are diamonds, emeralds and gold. Guy Ferland directs this tropical noir film, which is based on a short story by Ernest Hemingway. Armand Assante co-stars.",2001-08-17,99,en,Released,tt0240325,1.1344,3.941,17,False,False,/axUSRcce15d8fa0JT2LOMP8CHAx.jpg,/ldB6vULU6IyZsJ5ClPjFrSlYFdM.jpg,,A tale of human nature rising to the surface.,0,0,,
