person_id,name,original_name,gender,known_for_department,profile_path,popularity
87697,William Gargan,William Gargan,2,Acting,/2BdHWfQbf5YGIg2qs6TCdRcu7lJ.jpg,0.35
20365,Margaret Lindsay,Margaret Lindsay,1,Acting,/70geXvjmQKZIqQdbaZ0eKKTWCym.jpg,0.6217
8517,Charley Grapewin,Charley Grapewin,2,Acting,/xROPwMkTUgweYQFhbTsvklIMhlw.jpg,0.4383
25173,Gale Sondergaard,Gale Sondergaard,1,Acting,/qIM4YO2sWBzdGOCAZctZjPcUK2c.jpg,0.4112
29273,Gilbert Roland,Gilbert Roland,2,Acting,/mzFPFiCb7fNsGI9gBFHYn0kqg7g.jpg,0.8446
2497,Sig Ruman,Sig Ruman,2,Acting,/r2iCgnjgF4dEyeRBWrqGL8qOQpd.jpg,0.5979
14453,James Burke,James Burke,2,Acting,/6xXAL2XkRoowVkxtreZjFs5tjLY.jpg,0.3375
117691,James P. Hogan,James P. Hogan,2,Directing,/b87c2Qh3Wd1xvI0A7TfTdx8VfAQ.jpg,0.6051
121104,Manfred Lee,Manfred Lee,2,Writing,,0.2823
121103,Frederic Dannay,Frederic Dannay,2,Writing,,0.2618
30128,Eric Taylor,Eric Taylor,2,Writing,,0.2654
935847,Arthur Strawn,Arthur Strawn,0,Writing,,0.0847
115155,Carl Brisson,Carl Brisson,2,Acting,/2eKHQyhmmdz5RqAry09SAZR0Bs2.jpg,0.2751
114807,Lillian Hall-Davis,Lillian Hall-Davis,1,Acting,,0.4234
8731,Ian Hunter,Ian Hunter,2,Acting,/yiSGJGTyww5YQwi9PYS96nefkOw.jpg,0.5827
3371,Forrester Harvey,Forrester Harvey,2,Acting,/vzYmee31j2aozcodvLf4BzViRUh.jpg,0.4729
553228,Harry Terry,Harry Terry,2,Acting,/jkE6noosv64CnSR9xViBUw6mBcR.jpg,0.2612
114808,Gordon Harker,Gordon Harker,2,Acting,/6nUqJHYQxHOGGaZ2She2S6miS59.jpg,0.2497
37870,Clare Greet,Clare Greet,1,Acting,/bvYgtQviEc64Ce3IErYNivOkzr2.jpg,0.0885
5731,Tom Helmore,Tom Helmore,2,Acting,/aEKwGuDjktdF13YBrEAQjC7Te2m.jpg,0.3222
2636,Alfred Hitchcock,Alfred Hitchcock,2,Directing,/108fiNM6poRieMg7RIqLJRxdAwG.jpg,3.1848
7388,C. Wilfred Arnold,C. Wilfred Arnold,2,Art,,0.0214
7385,John Maxwell,John Maxwell,2,Production,,0.0588
7386,Jack E. Cox,Jack E. Cox,2,Camera,,0.217
1585030,Frank Mills,Frank Mills,2,Directing,,0.0766
3681,Alma Reville,Alma Reville,1,Writing,/OymC0wspclYbyiL2lagCO6T7pW.jpg,0.2201
108815,W. Percy Day,W. Percy Day,0,Visual Effects,,0.2541
26756,Yasuaki Kurata,倉田保昭,2,Acting,/ma6hViQ2q2xce4t1Wp7HYm2GRR4.jpg,1.8399
20519,Simon Yam,任達華,2,Acting,/eilxjMhfobctnzZ0kBcFmnqtFyd.jpg,3.2955
240161,Meg Lam Kin-Ming,林建明,1,Acting,/gHevGZ8fGmuCcjoF7Ri6RsVrCio.jpg,1.1009
64234,Anzu Lawson,Anzu Lawson,1,Acting,/rSyplwF8XF49CtkkgNfzV7rmMbB.jpg,0.3679
58123,Bolo Yeung,楊斯,2,Acting,/nLB34sDxed0Gbf646q9iaziaIk.jpg,2.2818
126045,Shinya Ono,小野進也,2,Acting,/fimAU9LK5jiDvWgmKDKI0RlLEQi.jpg,0.4648
126037,John Ladalski,John Ladalski,2,Acting,/ln5e5D33K5J93KlSDv6cvuPy5Yr.jpg,0.6227
147796,Stuart Smith,Stuart Smith,2,Acting,/cWpbvCS9fpF9BDMIj8P5ZBZC0Ak.jpg,0.1006
126047,Ken Boyle,Ken Boyle,2,Acting,/eB6hM4x2hHX4TuwCtBcX0v9wsVu.jpg,0.4479
126048,Takaaki Nakamura,Takaaki Nakamura,0,Acting,,
126050,Sindy Lim,Sindy Lim,0,Acting,,0.0071
126044,Cristina Lawson,Cristina Lawson,0,Acting,,
1178818,Gam Biu,金彪,2,Acting,/R19GFiYnN3OIuJEA6kHkcCf5M2.jpg,1.4205
126052,Masanari Nasu,Masanari Nasu,0,Acting,,0.0071
126053,Tadashi Sato,佐藤忠志,0,Acting,,0.2419
126054,Masaru Yamashita,山下優,2,Acting,/p22TyFNTMd9YpcBhTeziZxjQb8V.jpg,0.3881
126055,Kazuhiko Shimizu,清水一彦,2,Directing,,0.0995
126056,Strong Kongo,ストロング小林,2,Acting,,0.4794
126040,Raja Lion,Raja Lion,0,Acting,,0.0071
126057,Kazumi Kotani,Kazumi Kotani,0,Acting,,0.084
126058,Sho Tagaya,Sho Tagaya,0,Acting,,0.05
126059,Katsuyuki Imamura,Katsuyuki Imamura,0,Acting,,0.0214
126060,Tatsuro Koike,小池達朗,0,Crew,,0.2325
126061,Moriaki Sakai,Moriaki Sakai,0,Acting,,0.0143
126062,Ron Naguvu,Ron Naguvu,0,Acting,,0.0143
126063,Chalee Lao Chaofa,Chalee Lao Chaofa,0,Acting,,
126064,Tamotsu Kurata,Tamotsu Kurata,0,Acting,,
126065,Kazuaki Shimazaki,Kazuaki Shimazaki,0,Acting,,0.0071
126066,Marie Noemi,Marie Noemi,0,Acting,,0.0071
126067,Toshio Kumada,Toshio Kumada,0,Acting,,0.0071
126068,Hiroe Yonezawa,Hiroe Yonezawa,0,Acting,,0.0214
126070,Eleonore Bjerlemo,Eleonore Bjerlemo,0,Acting,,0.0379
126071,Tomoko Otani,Tomoko Otani,0,Acting,,
126073,Kentetsu Kawamoto,Kentetsu Kawamoto,0,Acting,,0.0071
126074,Michiko Kakimoto,Michiko Kakimoto,0,Acting,,
126076,Asami Miura,Asami Miura,0,Acting,,0.0609
126077,Tetsushi Kajiura,Tetsushi Kajiura,0,Acting,,
126078,Nobuhisa Uehara,Nobuhisa Uehara,0,Acting,,0.0214
126079,Kouichi Chiba,Kouichi Chiba,0,Sound,,0.0486
126080,Misako Nagashima,Misako Nagashima,0,Acting,,0.0617
72511,Mutsuo Naganuma,長沼六男,2,Camera,,0.2687
126049,Chan Fei-Lung,陳飛龍,2,Acting,,0.3968
126033,Shuji Goto,Shuji Goto,2,Directing,,0.1841
1356998,Yoshiaki Kashigawa,Yoshiaki Kashigawa,0,Writing,,0.0379
3380,Bette Davis,Bette Davis,1,Acting,/i2AAvNJQ3JEttFiqINhPmVFSz9u.jpg,2.4095
4110,Humphrey Bogart,Humphrey Bogart,2,Acting,/4pk2VbOb2td7iBZyir6Ji46HH4N.jpg,1.5742
93970,Lola Lane,Lola Lane,1,Acting,/scglt4LowjQE19YQJWkHaunU0ff.jpg,0.2603
33277,Isabel Jewell,Isabel Jewell,1,Acting,/ojUCADi71n1Ea4Sri3kKJz5Whdn.jpg,0.3333
93972,Rosalind Marquis,Rosalind Marquis,1,Acting,/eBXCfXNOUVgEs9kBTN9sjDzEyxc.jpg,0.1319
93971,Mayo Methot,Mayo Methot,1,Acting,/yTB73vMRKnsGcgd4eNX0f0u8FPy.jpg,0.1725
93973,Jane Bryan,Jane Bryan,1,Acting,/x2ZRBybQsZfyHGfVKFhewIywznw.jpg,0.4309
30005,Allen Jenkins,Allen Jenkins,2,Acting,/5Sx6PnCGo2NIDYqWwP3P2BCejqd.jpg,0.836
16761,Eduardo Ciannelli,Eduardo Ciannelli,2,Acting,/eiDBc4v8xrRhkaIpXEu9ZNViAiB.jpg,0.6624
16766,John Litel,John Litel,2,Acting,/cH4K9uyqAjUWKZjBq0nA8VyOe14.jpg,0.6811
89730,Ben Welden,Ben Welden,2,Acting,/cVN2BBCClcvSk7N9DsP8Z0wtNya.jpg,0.4989
94882,Damian O'Flynn,Damian O'Flynn,2,Acting,/m73AUAIpqv8WL5tiwSB4JvKe5I4.jpg,0.4205
20368,Henry O'Neill,Henry O'Neill,2,Acting,/2jrV5PWrFNtnecl0Ls6zOJOp1EI.jpg,0.6294
90333,Raymond Hatton,Raymond Hatton,2,Acting,/eTiQiDcMhwD3DCE6yINa7RKd5NJ.jpg,0.5523
148794,Carlos San Martín,Carlos San Martín,0,Acting,,0.0143
95729,William B. Davidson,William B. Davidson,2,Acting,/20RHbZvvujZFlR2B96i7oQaJ6w.jpg,0.6162
34091,Kenneth Harlan,Kenneth Harlan,2,Acting,/nIiGHwnOGFrZW2pui9rUKRFPs5p.jpg,0.3319
34036,Robert Strange,Robert Strange,2,Acting,/vUKYRNpCwqRUcdHODQ2X5evptBF.jpg,0.1847
1299051,Archie Robbins,Archie Robbins,2,Acting,/khKUlY2qj5mEAsGzhAoW9fumfqL.jpg,0.1266
95728,Arthur Aylesworth,Arthur Aylesworth,2,Acting,/n2c5xm6DKwvdqhCkcVrEB0yCCn8.jpg,0.2364
139179,John Sheehan,John Sheehan,2,Acting,/kyztLs4mUpmWeuVQUWm82mEp0ls.jpg,0.2004
1022223,Sam Wren,Sam Wren,0,Acting,,0.0505
33705,Edwin Stanley,Edwin Stanley,2,Acting,/ezkjW2BKID76lEVDF56lPxPOykE.jpg,0.1576
120741,Jack Norton,Jack Norton,2,Acting,/feEYJSZcbT7RjKZQewjuFw6hboB.jpg,0.2579
33855,Guy Usher,Guy Usher,2,Acting,/36uxuARnPWkI5VVWTe0dI9coxVm.jpg,0.4047
1271049,Herman Marks,Herman Marks,0,Acting,,0.0286
117036,Milton Kibbee,Milton Kibbee,2,Acting,/hhWsIJNBO0ENVbfExPL6EqlZJUD.jpg,0.4449
34238,Harlan Briggs,Harlan Briggs,2,Acting,/zFDGemO1x2h9KHqq4Xeg3uqwKPZ.jpg,0.138
1468172,Tom Coleman,Tom Coleman,2,Acting,,0.1771
1371321,Lew Hicks,Lew Hicks,0,Acting,,0.0357
198219,Mike Lally,Mike Lally,2,Acting,/5jZerXQ45ZPXz9DLt7KPS8rIYQ3.jpg,0.7062
569144,Frank McLure,Frank McLure,2,Acting,/cdPFQjqIGBUHg5k2Ud39sB4B8jq.jpg,0.141
1027243,Carlyle Moore Jr.,Carlyle Moore Jr.,2,Acting,/dTUFqBDBRhmiWzpLK2HwuoYRWRu.jpg,0.3478
126550,Wendell Niles,Wendell Niles,2,Acting,/cIRkk6fu3B6HSquBTaE19yhGbL8.jpg,0.0629
931793,Paul Panzer,Paul Panzer,2,Acting,/6NhO8FSFg6azBGaga5IaSNaUNEs.jpg,0.2077
1364421,Scott Seaton,Scott Seaton,2,Acting,/17szXtRhSUmdYCivNTtlFPNwQh6.jpg,0.359
103068,Harry Hayden,Harry Hayden,2,Acting,/4ZcgltqUHz0A3W9rKKERAC8KCsg.jpg,0.1511
119548,John J. Richardson,John J. Richardson,2,Acting,/frGWRQ8MLnhplXJ6nxWi6EXeMkr.jpg,0.4941
385470,Charles Sherlock,Charles Sherlock,2,Acting,/9grMCbCJKbfyLgFQK6XqkWOhZ12.jpg,0.4086
96141,Dorothy Tree,Dorothy Tree,1,Acting,/dTOxj8risCPmBDfnK7S2QgtV41z.jpg,0.4495
1543059,Noble 'Kid' Chissell,Noble 'Kid' Chissell,2,Acting,/mTGhwum9F9fpXjH93dcsLYsHXwX.jpg,0.3499
1412667,Robert Morgan,Robert Morgan,2,Acting,,0.0143
1432760,Lyle Moraine,Lyle Moraine,2,Acting,,0.0776
119255,Billy Wayne,Billy Wayne,2,Acting,/5aEISDrL1cjanHCvX4fuSzKnqhq.jpg,0.352
974832,Max Hoffman Jr.,Max Hoffman Jr.,2,Acting,/oAvAm799pveq7ZqNayZHn8xjeyC.jpg,0.4365
940721,Al Herman,Al Herman,2,Acting,,0.0646
43845,John Harron,John Harron,2,Acting,/ln2ul693VwsTmPzXk8ubS1tSjgw.jpg,0.3119
17759,Frank Faylen,Frank Faylen,2,Acting,/zmPkR8mUFDNGYNl3iTLh9uehNTn.jpg,0.7999
30201,Wilfred Lucas,Wilfred Lucas,2,Acting,/rr70uPoMMtkHFYSPn0JTwI9ikQ9.jpg,0.1686
980330,Jack Mower,Jack Mower,2,Acting,/40SznvE0dvL39Fg2Q0pbAPx6V0o.jpg,0.1926
179327,Jeffrey Sayre,Jeffrey Sayre,2,Acting,/egXZ8R3lK5EgZjKCnKC30Gir6IV.jpg,0.383
1208020,James Conaty,James Conaty,2,Acting,,0.2971
132322,Charles K. French,Charles K. French,2,Acting,/klBMBRZUcXayr6BcdcJg0fDN3Eg.jpg,0.637
1439914,Harry Hollingsworth,Harry Hollingsworth,0,Acting,,0.0579
195086,Alphonse Martell,Alphonse Martell,2,Acting,/qNiH6gjtc905FZlsMYJVfOrcxIJ.jpg,0.2297
143822,Jack Byron,Jack Byron,2,Acting,,0.1581
1312720,Philip Sleeman,Philip Sleeman,2,Acting,/3dRIxWXwZcV0GN4dKnu5VUyGpum.jpg,0.1166
1421138,Mark Strong,Mark Strong,2,Acting,,0.153
1278060,Alexander Pollard,Alexander Pollard,2,Acting,,0.0861
1313186,Leo Sulky,Leo Sulky,2,Acting,,0.129
124882,Ralph Dunn,Ralph Dunn,2,Acting,/xbTC3C9E793jgUde7vqDe8xrg55.jpg,0.2212
997751,Lew Harvey,Lew Harvey,2,Acting,/8uW9Gipg6fphtQl4d2D5tFKIunt.jpg,0.1973
34008,Emmett Vogan,Emmett Vogan,2,Acting,/gKDRfOG9zZ5lOrNceUSIDI4ZbUh.jpg,0.4035
1432014,Miriam Marlin,Miriam Marlin,1,Acting,,0.0193
135827,Larry Steers,Larry Steers,2,Acting,/8QBHXihnGldVMNIxnbW2ljTk7Y1.jpg,0.3479
583697,Gordon Hart,Gordon Hart,2,Acting,,0.1466
30216,Pierre Watkin,Pierre Watkin,2,Acting,/w36vNJFvQDiDyuC9zvT8nNZajhA.jpg,0.4634
120200,Bob Reeves,Bob Reeves,2,Acting,/ml4oPHwKq2CWCWpIQs5KYULPCFI.jpg,0.3219
1471397,Milton Royce,Milton Royce,0,Acting,,0.0453
1186118,Ronald R. Rondell,Ronald R. Rondell,2,Acting,/uSwO294rF4IPnHET5nsuaSEN3xS.jpg,0.4663
1233127,Ethelreda Leopold,Ethelreda Leopold,0,Acting,/iXBiZQGxvQwTtBSacddJ0lEMTaC.jpg,0.2382
29274,Leo White,Leo White,2,Acting,/pKJDApReiE0EVmmkTYbHNW7d1Yu.jpg,0.4249
1420472,Alan Davis,Alan Davis,2,Acting,,0.0482
1471394,Jimmy Aye,Jimmy Aye,0,Acting,,0.0579
103094,Allen Mathews,Allen Mathews,0,Acting,,0.1331
109776,Norman Willis,Norman Willis,2,Acting,/6m75dkBarA8tkbZOsG7EaUAJRvD.jpg,0.1672
33383,Theodore Lorch,Theodore Lorch,2,Acting,/yKsFtQczv5UMDpbPJtGa7qWONGy.jpg,0.2431
1271017,Eddie Sturgis,Eddie Sturgis,2,Acting,,0.0718
1091997,Edwin August,Edwin August,2,Acting,/cpnHZ8of3zIXpsGG6jsLl7dCZ8s.jpg,0.1862
171111,Harold Miller,Harold Miller,2,Acting,/baYrpaujUdnO5aoQFHJrkLru7l0.jpg,0.4554
119260,Frank Bruno,Frank Bruno,2,Acting,,0.1787
21305,Lloyd Bacon,Lloyd Bacon,2,Directing,/1QUVvrHdXO61OlyxlqOXGyb4645.jpg,0.7344
14875,Robert Rossen,Robert Rossen,2,Writing,/cCHbCefgvZ5abJTXTyp2sKch6rT.jpg,0.3917
3356,George Barnes,George Barnes,2,Camera,,0.2345
113571,Jack Killifer,Jack Killifer,2,Editing,,0.1201
7650,Max Parker,Max Parker,2,Art,,0.1654
4127,Orry-Kelly,Orry-Kelly,2,Costume & Make-Up,/sbO49ovOUfjyYwRHA66uSVsssSr.jpg,0.1934
1147115,Harry Warren,Harry Warren,2,Sound,/hzqhJ0YEwHczJNLHwqvUJhf7Efv.jpg,0.0875
1419678,Al Dubin,Al Dubin,0,Sound,,0.0286
84642,Abem Finkel,Abem Finkel,0,Writing,,0.1386
17915,Leo F. Forbstein,Leo F. Forbstein,2,Sound,,0.4847
4109,Michael Curtiz,Michael Curtiz,2,Directing,/AnxPuEsdjPTJ6uIaHY0KdgBeu7t.jpg,1.0284
67428,Seton I. Miller,Seton I. Miller,2,Writing,/fB8CQdxFjPAmWDI9FIVTtkGszFZ.jpg,0.8869
1221528,Louis F. Edelman,Louis F. Edelman,2,Production,,0.4504
4123,Hal B. Wallis,Hal B. Wallis,2,Production,/lia6xtKaPDmQ68BArDkqxAFj9go.jpg,0.3497
2663,Jack L. Warner,Jack L. Warner,2,Production,/rIhq62amPdnLGWfKauhT55TNIAI.jpg,0.3782
29810,Bernhard Kaun,Bernhard Kaun,2,Sound,,0.2053
30268,Heinz Roemheld,Heinz Roemheld,2,Sound,/bKctVKiPOmiLvbuKOhtfHT9Dfoa.jpg,0.3224
91232,Margaret Donovan,Margaret Donovan,0,Costume & Make-Up,,0.2408
1570440,Louis Baum,Louis Baum,0,Production,,0.049
1450115,Eddie Larkin,Eddie Larkin,0,Acting,,0.0071
1543598,Richard Maybery,Richard Maybery,0,Directing,,0.0923
1556114,Herbert Plews,Herbert Plews,2,Art,,0.0362
1002528,Everett Alton Brown,Everett Alton Brown,2,Sound,,0.2982
2654,Robert Burks,Robert Burks,2,Camera,,0.2173
2578315,James Gibbons,James Gibbons,0,Crew,,0.0071
2578316,Gene Davenport,Gene Davenport,0,Camera,,0.0143
2939408,Bob Galbraith,Bob Galbraith,0,Camera,,
1529433,James Manatt,James Manatt,0,Camera,,0.0327
1559944,George Gordon Nogle,George Gordon Nogle,2,Camera,,0.3207
118305,Elmer Ellsworth,Elmer Ellsworth,0,Costume & Make-Up,,0.0741
2578317,Mary Dery,Mary Dery,0,Costume & Make-Up,,0.0143
4541263,Eugene Joseff,Eugene Joseff,2,Costume & Make-Up,/s4fwifIhBkeO6mjwo5JxtLPjFTG.jpg,0.1316
4307479,Harvey Brooks,Harvey Brooks,0,Sound,,
119538,M.K. Jerome,M.K. Jerome,2,Sound,,0.3664
18593,David Raksin,David Raksin,2,Sound,/qcqxynMXYRevxDLucwXGZHjNnBx.jpg,0.1491
59899,Andrey Merzlikin,Андрей Мерзликин,2,Acting,/nbDVUnAk2pQu6bPuWUrWsGsrTkE.jpg,0.9139
224489,Pavel Derevyanko,Павел Деревянко,2,Acting,/9HzyB4z0IQj9NDdb6Bzopb4ACX0.jpg,0.7959
235794,Veronika Nikonova,Вероника Никонова,1,Acting,/qdqrPH1uSqS77Up36ocOO3qe6sX.jpg,0.1421
83836,Evgeny Tsyganov,Евгений Цыганов,2,Acting,/2NrcWY41rzahQw9e2VZrJb4uFXj.jpg,1.2051
581673,Anna Tsukanova-Kott,Анна Цуканова-Котт,1,Acting,/8jIWwHdSffMscthZp0MqekvkZjx.jpg,0.5243
530117,Aleksei Kopashov,Алексей Копашов,2,Acting,/5gMdDtu3Yw4av82KHh1yYjxeVTj.jpg,0.2529
143744,Alexander Korshunov,Александр Коршунов,2,Acting,/i9Ld2WMeG2mHKuTeye4uydYxRaw.jpg,0.3398
569185,Yana Esipovich,Яна Есипович,1,Acting,/pAr0zHfd18TJ0rj9UrpdLwTmPrw.jpg,0.2161
1151244,Anatoly Kot,Анатолий Кот,2,Acting,/2kgiMT9bsOCigYLNaQl3MHO2mc2.jpg,0.6643
127121,Madlen Dzhabrailova,Мадлен Джабраилова,1,Acting,/zsz1bxAPebGxNFXcgGw9Lgmlcl4.jpg,0.4377
1447110,Tatyana Kamina,Татьяна Камина,2,Acting,,0.0286
1447111,Mikhail Pavlik,Михаил Павлик,2,Acting,/8XwUBGP6IqW06dT0cl41R4Nk1o0.jpg,0.4721
583739,Kirill Boltaev,Кирилл Болтаев,2,Acting,/w6kcyRZ5YVOcTvVhxwZrZVBWJB5.jpg,0.1409
1447113,Aleksandr Saptsov,Александр Сапцов,2,Acting,,0.0071
584051,Maxim Kostromykin,Максим Костромыкин,2,Acting,/oX4UMUf5rEKKGaei6GF8NrhNAkQ.jpg,0.6071
495874,Aleksey Dmitriev,Алексей Дмитриев,2,Acting,/xCGxJcTDaCkiZM1aTtVnGATjxTB.jpg,0.46
2002972,John Bakhanbaev,Джон Баханбаев,2,Acting,/2smycJciaLtxTfrWzYDcrABQZlg.jpg,0.2055
1112012,Dmitriy Kulichkov,Дмитрий Куличков,2,Acting,/fpzttqO2qzzR0uh2n3SpwG9yxbJ.jpg,0.4672
2017197,Evgeny Kharitonov,Евгений Харитонов,2,Acting,/h2HuYIdzdxqzUoKndsV3hQ2O1ob.jpg,0.6692
2282430,Maxim Krechetov,Максим Кречетов,2,Acting,/zERAdP0QLMV7TJzGldHa1DJdRCf.jpg,0.3279
2479506,Garik Vepshkovsky,Гарик Вепшковский,2,Acting,,0.0214
1384643,Segrey Tsepov,Сергей Цепов,2,Acting,/cQrxFO61gvJC8EsYNzzBFiyTThg.jpg,0.2405
1997174,Yuriy Anpilogov,Юрий Анпилогов,2,Acting,/2QWL1iR73UqMr8F4eTWty03eZM3.jpg,0.1043
935418,Sergey Vlasov,Сергей Власов,2,Acting,/nFFqhTmf217ch7MjupAW3SRPHaf.jpg,0.117
99301,Aleksandr Sirin,Александр Сирин,2,Acting,/auG9skqOgxwLTt4wYXtELVCBpmc.jpg,0.6224
1861957,Ilya Mozgovoy,Илья Мозговой,2,Acting,/vJnRvDWdkNb8SfrBWvHjtRx5phT.jpg,0.1584
2246868,Benik Arakelyan,Беник Аракелян,2,Acting,/8ATVucTtAthkOiEOcXMWxCyTSkj.jpg,0.2359
1471758,Evgeny Sangadzhiev,Евгений Сангаджиев,2,Directing,/pSW1N6hCGZAHMzw5iBXkmmuzDK.jpg,0.4361
110035,Ivan Krasko,Иван Краско,2,Acting,/9Z0I4NDgIvDRqcAB74Ny48zma02.jpg,0.6778
143669,Gennadiy Garbuk,Генадзь Гарбук,2,Acting,/9HNU7FBR6cpQ6pCkpqIKrKWELhN.jpg,0.3198
2469490,Rinat Ibragimov,Ринат Ибрагимов,2,Acting,/p9BJgD7q2Knz9CrlGOsisCHmVp7.jpg,0.1212
2221929,Igor Denisov,Игорь Денисов,2,Acting,/hPTWoec1o2jRs5QlfFRsIhVtlbq.jpg,0.1503
1959549,Aleksandr Kuzmichyov,Александр Кузьмичёв,2,Acting,/usy9mvNkCZ4dMtQRbu6GhyWyzZE.jpg,0.2283
2063040,Vasili Molodtsov,Василий Молодцов,2,Acting,/p5TWCjP41mvOwuRV7bfr8ElLU4P.jpg,0.081
2385546,Elena Dubrovskaya,Елена Дубровская,1,Acting,/wptShr09oV19SqR4T408d3ZDBUM.jpg,0.1922
81002,Mikhail Evlanov,Михаил Евланов,2,Acting,/pW3DxWZ1LwCaROcvAGcbxyddlKA.jpg,0.7709
2713259,Sergey Savenkov,Сергей Савенков,0,Acting,/y7bVnatgLHxMtGc97hiBaexDVSf.jpg,0.0143
2901447,Denis Parshin,Денис Паршин,2,Acting,/nBe2zDhFyvkrhtixOC98wZ3OyZe.jpg,0.1362
2877865,Egor Petrov,Егор Петров,0,Acting,,0.0143
1181890,Maksim Litovchenko,Максим Литовченко,2,Acting,/WHrdEveGSomZJe9u933E71gwUZ.jpg,0.3408
353412,Vladimir Kapustin,Владимир Капустин,2,Acting,/jrhSgpwkQoEHKwaZwtCFhRek2WJ.jpg,0.5893
1011973,Nodari Dzhanelidze,Нодари Джанелидзе,2,Acting,/kmVpYgtQr74z9Jr99jsbyBgepvu.jpg,0.3218
2980458,Andrey Senkin,Андрей Сенькин,2,Acting,/grKqa37j02HQTYEL7faNyvyrclx.jpg,0.1004
2403488,Evgeny Ivkovich,Евгений Ивкович,0,Acting,/ltvrpsxgIJ6TiF3cOsyvoxSdV2z.jpg,0.096
5826984,Igor Ivanov,Игорь Иванов,2,Acting,/6fHEJHSN89TmFfgs4sa5DdZJJYn.jpg,0.2302
235112,Alexander Kott,Александр Котт,2,Directing,/7CnrOSSnXhcs52RSuwHZGg53NgW.jpg,0.8015
1098310,Vladimir Eryomin,Владимир Ерёмин,2,Acting,/xBRrhYxrTEQuKncRA5GYA7FGq1B.jpg,0.4389
1257041,Ruben Dishdishyan,Рубен Дишдишян,2,Production,/u4YDwOnWAwHSnvvpfbWb5rnBnWO.jpg,0.3627
226709,Igor Ugolnikov,Игорь Угольников,2,Acting,/8cmb77oOjyOVRWioslxskKPopJB.jpg,0.5606
1447092,Vladimir Zametalin,Владимир Заметалин,2,Production,,0.0239
1447094,Konstantin Vorobyov,Константин Воробьев,0,Writing,,0.1471
1447095,Vladimir Bashta,Владимир Башта,2,Camera,/3imY1REhVWxV8HtE5aSwFPwsGOY.jpg,0.1373
1401610,Alim Matveychuk,Алим Матвейчук,2,Art,/idmGxhQkIBWqZNf9PZ9KXSf1afl.jpg,0.0517
125896,Alexander Volodin,Александр Володин,0,Sound,,0.0789
1447101,Anatoly Belozerov,Анатолий Белозёров,2,Sound,,0.071
1447103,Filipp Lamshin,Филипп Ламшин,0,Sound,,0.0822
1447105,Denis Skorina,Денис Скорина,2,Sound,,0.0071
1447106,Maksim Malyavin,Максим Малявин,0,Editing,,0.0143
1417971,Sergey Yahontov,Сергей Яхонтов,2,Production,/9NdUF55EbzQKb3mbJvYc16QYXxb.jpg,0.1444
2313928,Svetlana Belskaya,Светлана Бельская,1,Acting,,0.1241
2275432,Sergey Struchev,Сергей Стручев,2,Costume & Make-Up,/xAfhswmD2uGTBk5MfDxsawGNNeH.jpg,0.1254
3124203,Anastasiya Esadze,Анастасия Эсадзе,1,Costume & Make-Up,,0.0912
1429230,Vladimir Karpovich,Владимир Карпович,2,Crew,/4FuliWMI6125vCJ5fJBSZ2PGh7I.jpg,0.0913
1586253,Artur Ilyinyh,Артур Ильиных,0,Directing,,0.0143
2296866,Anatoly Simchenko,Анатолий Симченко,2,Camera,,0.1913
3997458,Ilya Toropov,Илья Торопов,2,Visual Effects,,0.091
3173113,Aleksandr Polevoy,Александр Полевой,0,Visual Effects,,0.0256
1589008,Yuri Krasavin,Юрий Красавин,2,Sound,/pEbo0YxwE6GFfv4k9Qf6GpC3l20.jpg,0.0614
1118746,Aleksei Dudaryov,Алексей Дударев,2,Writing,/7sGzI6NxWeAxkJRKX3pJczh2wkP.jpg,0.2453
3321143,Mariya Sergeenkova,Мария Сергеенкова,1,Editing,,0.1803
121821,Leah Rachel,Leah Rachel,1,Acting,,0.1702
121822,Erin Reese,Erin Reese,1,Acting,/2ryvZx2baKP3Ndbzlph5kcKsPiE.jpg,0.0579
121825,Ivan Padilla,Ivan Padilla,2,Acting,/lfNbi77qHUYxyP5ut9wsLumWqdj.jpg,0.4802
2144,Tobin Bell,Tobin Bell,2,Acting,/y5rppj4alNn2dYXR94DGp08baAx.jpg,2.2356
951624,Terence Jay,Terence Jay,2,Acting,,0.0782
1088532,Lindsey Scott,Lindsey Scott,0,Acting,,0.0641
28634,Steve Sandvoss,Steve Sandvoss,2,Acting,/urkwNdkGCEZldtegbhzCZOV7iI1.jpg,0.5241
11419,Robert Kurtzman,Robert Kurtzman,2,Costume & Make-Up,/o1PEJuCD1cJkXeAYwpMJm7U2eFx.jpg,0.3393
52943,Art Monterastelli,Art Monterastelli,2,Writing,,0.3602
1638353,Phil Robinson,Phil Robinson,2,Directing,,0.1292
1537690,Al Goto,Al Goto,2,Crew,,0.4672
1335375,Ed Duran,Ed Duran,2,Crew,/mzPJkVKg7ve3whmvyf2TyDIuewr.jpg,0.4481
131528,Dana Hee,Dana Hee,1,Crew,/bRGiJHTNCk7YLNMeGKnG87OAqf6.jpg,0.2742
9558,Joey Box,Joey Box,2,Crew,/q7XY8ZqhBoBfOb7RwpyrN0tM6TK.jpg,0.6102
12640,David Duchovny,David Duchovny,2,Acting,/rZ2pEvu9IYsnHx3ElWUy4KgK3ia.jpg,1.7826
1231,Julianne Moore,Julianne Moore,1,Acting,/3YF19rWusxWfEI59ZM33dFhasRq.jpg,4.8295
