review_id,movie_id,author_name,author_username,author_display_name,author_avatar_path,author_rating,content,created_at,updated_at,review_url
5f2c3380f1759c00378c6cc1,56067,r96sk,r96sk,,/mwR7rFHoDcobAx1i61I3skzMW3U.jpg,7.0,"Wholesome story about two kids and a dog.

I very much enjoyed <em>'The Biscuit Eater'</em>. It doesn't feature a showstopping plot or cast, but it manages to leave nice and heartfelt feelings behind.

It is somewhat similar to other films featuring children and animals, but I feel Disney got the mix of drama and comedy just right for this - with some of their other productions, it's either too soppy or too silly but here they got it right.

Younger members of the cast Johnny Whitaker (Lonnie) and George Spell (Text) aren't incredible, but I think they actually do bounce off each other rather well - this studio have had some whinny, borderline annoying kids in the past, but I think Whitaker and Spell are two of the better ones.

Elsewhere, you have Earl Holliman in a role that I'm surprised they didn't lock onto Brian Keith - I'm sure they wanted to! Joking aside, Holliman is good as Harve. Lew Ayres (Ames) and Beah Richards (Charity) are pleasant, as is Godfrey Cambridge (Dorsey). The cast aren't anything crazy, but I rate them.

It might have a strange title, but it's worth your time.",2020-08-06T16:44:48.725Z,2021-06-23T15:58:42.156Z,https://www.themoviedb.org/review/5f2c3380f1759c00378c6cc1
663c7c0629f3abd1570e461b,38225,westcoast.wanderlust,westcoast.wanderlust,,,,"Wild America is a fun family movie loosely based on the life of nature documentarian Marty Stouffer. Set in the 60's it is a tale of three brothers who are chasing their dreams, bonding with one another, and proving to their father that their passion of nature and filmography is something he can be proud of.",2024-05-09T07:32:22.849Z,2024-05-16T14:40:34.912Z,https://www.themoviedb.org/review/663c7c0629f3abd1570e461b
687a85ea6bf9cee73a55c41e,43861,CinemaSerf,Geronimo1967,CinemaSerf,/9HcQx0Yfbxy8eqr3ft66X9uWMf0.jpg,6.0,"When young lawyer “Raymond” (Raymond Hackett) is tasked with defending a self-confessed murderess, he tries to learn a little of just what drove her to commit a crime that she won’t explain nor attempt to hide from. It’s that retrospective that introduces us to “Madame X”. She (Ruth Chatterton) was a young woman married to an indifferent man “Louis” (Lewis Stone) whose unkindness drove her into the arms of another man. He died quite quickly afterwards, and her jealous husband forbade her access to their three year old son. Disconsolate, the woman took to a path of destitution and absinthe and that ultimately saw her in the courtroom. What we all know, though, is that this young man is the son of the powerful Attorney General of France, and that he - well he has a shame of his own to deal with that goes back many years and of which his son is unaware. She refuses to identify anyone from the story to “Raymond” but the harrowing gist of her tribulations stimulates in him a determination to exonerate a woman whom he considers to have been appallingly treated by her husband and life in general. Stone and Hackett both deliver fine here, but they very much play second fiddle to a Chatterton who is on great form as the beleaguered woman who, in front of our eyes, sees her life disappear into a doldrum of booze and despair. She has quite a lot of help from the make-up department and from a sympathetic production design that adds depth to her sorry tale, and though this isn’t the most quickly paced (melo)drama you will ever see, it’s a fine example of a woman exuding love, pain and even optimism in an environment where she has little, if any, status.",2025-07-18T17:35:38.767Z,2025-07-18T17:38:53.379Z,https://www.themoviedb.org/review/687a85ea6bf9cee73a55c41e
54a669979251417fcb00175e,83728,Kenneth Axel Carlsson,brekkil,Kenneth Axel Carlsson,,7.0,"This movie is about the life and death of the poet, Hart Crane (James Franco). It details his life, working for his father, trying to find time for his poetry, but also about his love life as a gay man.

It is actually a very straightfoward movie, shot chronological, but does have some elements of poetry in the images as well (especially in the beginning of the movie), although not as much as I would have loved. The images themselves are mostly black and white, made with a handheld camera that makes the images very lively and nervous. These are good choices for a movie of this character. It has the feel of a documentary, although it clearly is not. Another trick that the movie uses, is to divide the movie into chapters, or as they call them, _Voyages_. Each voyage also has a subtitle or description that lets us know what to expect. It ties in well with the literary tradition.

James Franco clearly have a lot of admiration and love for Hart Crane, which makes him very believable in the role. Hart Crane is a fragile man, who only wants to write poems and be alive. He has no great expectations of life, but doesn't feel like the world understands nor accepts him. In another (minor) role as Hart's lover, we see one of my favorite actors, Michael Shannon. I like it when big actors take on minor roles like this, it shows that they aren't just in this game for the money, but to tell important stories.

This would most likely be considered to be a B-movie, whatever that actually means, but when you look closer, it actually makes a very believable setting and the actors are great in their roles. All the choices concerning the colours, the nervousness of the handheld camera and the messy editing, those are, I think, on purpose. The emphasize the feel of Hart Crane, as they make sure we get right under his skin.

_Last words... a bold movie that dares be different, much like Hart Crane himself. It is not a huge movie by any means, and yet, it is a very personal and emotional movie if you dare get involved in the Voyages of Hart Crane. For whatever it's worth... this movie gave me a reason to look up the name Hart Crane and, perhaps, emerge myself in his poems. At least, a book now resides on the shelves... with the name Hart Crane._",2015-01-02T09:49:11.631Z,2021-06-23T15:57:31.518Z,https://www.themoviedb.org/review/54a669979251417fcb00175e
628d35bb209f1812c63d7d49,42728,Wuchak,Wuchak,,/4KVM1VkqmXLOuwj1jjaSdxbvBDk.jpg,7.0,"_**A naïve lad goes through an awkward and quirky growth phase in Manhattan**_

A 19 year-old “boy” working as a low-level assistant at the New York Public Library (Peter Kastner) is encouraged by his strict curator father (Rip Torn) to move out on his own and so gets an apartment with a nosey landlady (Julie Harris). There’s a quality lass at work (Karen Black) who’s interested in Bernard (Kastner), but he sets his eyes on a temperamental go-go dancer (Elizabeth Hartman).  

“You’re a Big Boy Now” (1966) is a quirky coming-of-age comedy/romance set in the Big Apple based on the 1963 novel of the same name, except that the setting was switched from London to Manhattan along with changing the kid’s vocation. 

It was Francis Ford Coppola’s thesis project for UCLA, but this is far from a “student film” as it has the polish of professionalism. He had already directed a couple flicks for Roger Corman with this one including a couple snippets from his “Dementia 13” (1963). Coppola made $8000 on the gig with an $800,000 budget that spiraled into about $1 million. 

While critics say the movie rips off Richard Lester's “The Knack ...and How to Get It” (1965), Francis said his script was written before that one came out, but he did admit to being influenced by Lester’s “Hard Day’s Night” (1964).

I couldn’t help think of “Village of the Giants” (1965), just without the goofy giant-formula, although there’s definitely some goofiness, like the amusing rooster on the fifth floor. “The Graduate” (1967) was obviously influenced by it, but I’d watch this over that iconic film any day. After viewing, I was reflecting on the art vs. entertainment conundrum because Coppola made a flick with obvious artistic flair that didn't forget to be entertaining.

It’s nice seeing Julie Harris when she was 40 during shooting. You might remember her from Columbo’s “Any Old Port in a Storm” (1971).

Elizabeth was from the Youngstown/Boardman area of Ohio. You might remember her from Eastwood’s “The Beguiled” (1973). She was shy in real-life and suffered from depression, which tragically ended with her ending her life by jumping from the fifth story of her apartment in Pittsburgh at the age of 43. 

The movie runs 1 hour, 37 minutes, and was shot at various Manhattan locations, including the New York Public Library, Times Square and Central Park, as well as Chelsea Studios in New York City.

GRADE: B",2022-05-24T19:44:59.362Z,2022-06-06T01:20:25.367Z,https://www.themoviedb.org/review/628d35bb209f1812c63d7d49
5cd07987c3a368472dd9a796,7551,Wuchak,Wuchak,,/4KVM1VkqmXLOuwj1jjaSdxbvBDk.jpg,7.0,"***Denzel Washington tries to deter a terrorist attack upon looking back in time***

After a terrorist explosion of a ferry in New Orleans, an ATF agent (Denzel Washington) joins an experimental FBI surveillance unit that uses space-folding technology to find the culprit and maybe even avert the disaster. While looking in the past he starts to fall for a notable victim of the tragedy (Paula Patton). Val Kilmer plays the head FBI agent and Jim Caviezel the antagonist. Adam Goldberg is on hand as a tech geek.

While watching ""Deja Vu"" (2006) I couldn’t help thinking of “Enemy of the State” (1998) because of the kinetic editing and advanced surveillance technology. Turns out they were made by the same director, Tony Scott, Ridley Scott’s brother, who unfortunately jumped off a bridge in Los Angeles in 2012, ending his life at 68 years-old. (Ridley claimed it was due to his secret struggles with cancer while others say it was due to two antidepressants known to cause suicidal thoughts or paranoid ideation). 

“Deja Vu” is good, especially the compelling last act. Although it may not be as great as “Enemy of the State,” the filmmaking expertise is off the charts, particularly in regards to the depictions of surveillance technology. It’s mind-boggling to think of the effort that was put into making everything gel and dynamically move along without confusing the viewer. However, it admittedly does get a little convoluted in the second act with the experimental observation equipment, which culminates with a thrilling-but-highly-unbelievable past/present car-chase sequence.      

Another problem, a minor one, is the revelation of the terrorist, which brings to mind someone like the infamous Timothy McVeigh. Never mind that 99% of the terrorist attacks the world over are by radical Islamists (e.g. 9/11, Orlando, San Bernardino, Chattanooga, Fort Hood, Boston Marathon, Paris, Nice, etc.). Shh, don’t tell anyone.    

The film runs 2 hours, 6 minutes and was shot in New Orleans.

GRADE: B",2019-05-06T18:14:31.039Z,2021-06-23T15:58:21.900Z,https://www.themoviedb.org/review/5cd07987c3a368472dd9a796
5fe6dbd0c49048003f1638b3,7551,JPV852,JPV852,,/xNLOqXXVJf9m7WngUMLIMFsjKgh.jpg,7.0,"Pacing could've been better but still an effective sci-fi thriller thanks to Denzel Washington's charisma carrying over the finish line. Even though this was my third viewing, first time in at least a decade, my feelings and rating remains the same. **3.5/5**",2020-12-26T06:44:32.552Z,2021-06-23T15:58:49.207Z,https://www.themoviedb.org/review/5fe6dbd0c49048003f1638b3
6761a63c1548d87a6ccbf97e,7551,RalphRahal,RalphRahal,,,8.0,"Déjà Vu is a compelling blend of science fiction and action, showcasing Denzel Washington's exceptional talent. His portrayal of ATF agent Doug Carlin is both engaging and nuanced, bringing depth to the character. The film's production is noteworthy, with director Tony Scott utilizing advanced visual effects to create a seamless narrative that explores complex themes of time and memory.

The cinematography by Paul Cameron effectively captures the vibrant essence of New Orleans, adding a rich backdrop to the unfolding mystery. Washington's subtle humor, particularly the quip about the ""seven dwarves,"" adds a light touch to the intense storyline. Jim Caviezel delivers a strong performance as the antagonist, contributing to the film's tension and depth.

Overall, Déjà Vu is a well-crafted film that combines innovative storytelling with strong performances, making it a memorable addition to the genre.",2024-12-17T16:26:36.393Z,2024-12-17T16:26:36.455Z,https://www.themoviedb.org/review/6761a63c1548d87a6ccbf97e
64750fbf96386401353f7a3f,9603,Filipe Manuel Neto,FilipeManuelNeto,Filipe Manuel Neto,/nidqITf735x9xxHfncXkT9BmOQ7.png,9.0,"**One of the best teen movies ever.**

Teen movies can really be a terrible plague. I've had other occasions where I didn't spare them criticism, and generally it's a style of cinema that I dislike a lot for its sheer stupidity. However, this comedy about a group of spoiled rich girls is a positive example, a film for teenagers that manages to have quality and grace, while being a satire, quite critical, on the materialism and consumerism of elite teenagers.

Amy Heckerling had a brilliant idea to make a modern adaptation of the novel “Emma”, by Jane Austen. Any and all of the author's material is guaranteed to be good, and if it is well used, it usually gives good results. And indeed, the essence of this book is here: a spoiled and superficial girl who learns more about life, finds true love and the most genuine kindness and altruism. This is the transformation we see in Cher, the blonde and exuberant heroine of this film. She lives with her father, a lawyer who doesn't seem to pay much attention to his daughter but who, in fact, has a way of doing so. And it is at school, and in the complicated universe of popularity-obsessed teenagers, that Cher moves for most of the film. Rich and beautiful, she has no problem assuming herself as a leader, at the top of that strongly elitist and prejudiced mini-society that is the universe of teenagers. And she doesn't hesitate to use it to try to improve things around her.

This is the great movie of Alicia Silverstone's life. The actress still did some work later, and is known and respected, but the truth is that her career did not have such strong and relevant successes again. She embodied Cher in such a sincere and authentic way that it became difficult, from then on, to detach the character from the actress. Brittany Murphy also deserves a round of applause. She was incredibly young, but showed signs of talent and remained active as an actress until the end of her (unfortunately) brief life. Stacey Dash does what she can, but she doesn't have the time or material to shine like her peers. The film also has good performances by Dan Hedaya and Paul Rudd.

The movie doesn't have amazing visuals or great effects, nor is it supposed to. In fact, one of the secrets to its success (commercially, of course) was the fact that it had an average budget and a remarkable success at the box office. Without an unlimited credit card, the production went to great lengths to make the film look more expensive than it is, and I believe that a good part of the investment went into the elegant and seemingly expensive costumes for the three main characters, as well as the house where Cher lives, a magnificent California mansion.",2023-05-29 20:49:03 UTC,2023-05-29 20:49:03 UTC,https://www.themoviedb.org/review/64750fbf96386401353f7a3f
648eaf83c3c891010ca5330c,9603,Andre Gonzales,SoSmooth1982,Andre Gonzales,/ast1oGYDI7Li9daLuOV4UxGiXj.jpg,7.0,"I remember growing up watching this movie. I liked it for probably different reasons then others like it. I liked it because I hated girls like her. So I thought she just looked ridiculous the whole movie which made it funny to me. Favorite line: ""Why would I listen to you? Your a virgin that can't drive!"" LoL!",2023-06-18 07:17:23 UTC,2023-06-18 07:17:24 UTC,https://www.themoviedb.org/review/648eaf83c3c891010ca5330c
